round,expert,coverage,regime_tune_rows,marginal,action
0,2,0.5026,18,,dropped(min-support)
0,3,0.2243,0,,dropped(min-support)
0,4,0.6652,11,,dropped(min-support)
0,7,0.673,30,,dropped(min-support)
0,1,0.5367,1886,8.2001,kept(prune off)
0,5,0.7009,82686,0.007,kept(prune off)
0,6,0.0253,672,0.0014,kept(prune off)
0,8,0.0265,86,0.0,kept(prune off)
