class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3495618,0,0,7308,0
bot,41542,41415,0,0,127,0
brute_force,115040,115020,0,0,20,0
ddos,264872,226860,0,0,38012,0
dos,60594,38894,0,0,21700,0
infiltration,37631,11910,0,0,25721,0
web_attacks,509,461,0,0,48,0
