class,rows,weight,mean_residual,clipped_rows
benign,1741406,0.1640712234707253,0.012994445997592606,0
bot,20651,13.83544965478187,0.19541127978821346,9
brute_force,57189,4.995965331739391,1.8147224556161201,0
ddos,131673,2.169856585350243,0.007011392597592333,0
dos,30122,9.485075676665465,3.1415465921554335,1
infiltration,18707,15.273029483559995,28.63803217190141,9852
web_attacks,252,1132.8433452224517,328.8985550033898,136
