true_class,support,expert,owner,pred_x,conf_x,pred_xa,conf_xa,stability,tta_weight
benign,454537,Benign,True,benign,0.9988889694213867,benign,0.9901458621025085,0.9957270002730566,0.19700423438063597
benign,454537,DoS,False,dos-slowloris,0.8160287141799927,dos-goldeneye,0.7220041155815125,0.7658359886497208,0.15130164103954313
benign,454537,DDoS_Scan,False,portscan,0.9929051995277405,portscan,0.9801692366600037,0.7687726797140767,0.15158188511812065
benign,454537,BruteForce,False,ssh-patator,0.997153639793396,ssh-patator,0.9980908632278442,0.8190969598190718,0.1612829430469942
benign,454537,WebBot,False,bot,0.8172164559364319,bot,0.8075745701789856,0.8420863938158378,0.1659974557690768
benign,454537,Tail,False,web-attack-�-sql-injection,0.7312739491462708,infiltration,0.6971896886825562,0.8748953717362586,0.17283184064562926
dos-hulk,46025,Benign,False,benign,0.9990049600601196,benign,0.9499427676200867,0.622456064859864,0.1348253085077432
dos-hulk,46025,DoS,True,dos-hulk,0.9996718764305115,dos-hulk,0.7334059476852417,0.7787363270456467,0.16846046577482018
dos-hulk,46025,DDoS_Scan,False,portscan,0.9949603080749512,portscan,0.9795005321502686,0.7785368592596668,0.16824495830233716
dos-hulk,46025,BruteForce,False,ssh-patator,0.9971968531608582,ssh-patator,0.998016893863678,0.7621545335448681,0.16493464971375496
dos-hulk,46025,WebBot,False,bot,0.6861288547515869,bot,0.735130250453949,0.8228120426706719,0.17779981894464353
dos-hulk,46025,Tail,False,web-attack-�-sql-injection,0.7951882481575012,infiltration,0.7078286409378052,0.8587482322699729,0.18573479875670093
portscan,31786,Benign,False,benign,0.9981492161750793,benign,0.9761983752250671,0.6080458884299472,0.12401426874612083
portscan,31786,DoS,False,dos-slowloris,0.9481083154678345,dos-goldeneye,0.7386625409126282,0.7546122237276204,0.15372358324261307
portscan,31786,DDoS_Scan,True,portscan,0.9999880790710449,portscan,0.9448809027671814,0.8304703444072009,0.16903633804478602
portscan,31786,BruteForce,False,ssh-patator,0.99838787317276,ssh-patator,0.9983687400817871,0.9340720123692295,0.18979641567283304
portscan,31786,WebBot,False,bot,0.9081076383590698,bot,0.8575447797775269,0.9014982239371898,0.18330995769103145
portscan,31786,Tail,False,web-attack-�-sql-injection,0.6971355080604553,web-attack-�-sql-injection,0.680252194404602,0.884451742385226,0.18011943660261556
ddos,25606,Benign,False,benign,0.9995011687278748,benign,0.9335463643074036,0.6315105696986654,0.13584507865137044
ddos,25606,DoS,False,dos-hulk,0.9837580323219299,dos-hulk,0.7899585962295532,0.7628690401938907,0.1638677472366761
ddos,25606,DDoS_Scan,True,ddos,0.9999874234199524,portscan,0.9776460528373718,0.7461998315021362,0.1600550946167553
ddos,25606,BruteForce,False,ssh-patator,0.9959855675697327,ssh-patator,0.9979645013809204,0.7637975833818775,0.16403431586048714
ddos,25606,WebBot,False,bot,0.6532571315765381,bot,0.7573347091674805,0.8420759419446117,0.18082997178577137
ddos,25606,Tail,False,infiltration,0.5608528852462769,web-attack-�-sql-injection,0.7058616280555725,0.9082694118092862,0.1953677918489397
dos-goldeneye,2059,Benign,False,benign,0.9967954754829407,benign,0.9452276229858398,0.6261112584958736,0.13598224477001927
dos-goldeneye,2059,DoS,True,dos-goldeneye,0.9994980692863464,dos-goldeneye,0.8017221093177795,0.8378149947696077,0.18184044621962286
dos-goldeneye,2059,DDoS_Scan,False,portscan,0.995972216129303,ddos,0.9847014546394348,0.7719986942763464,0.16710967948418726
dos-goldeneye,2059,BruteForce,False,ssh-patator,0.9970649480819702,ssh-patator,0.9979206919670105,0.7627293571940597,0.1655629194636152
dos-goldeneye,2059,WebBot,False,web-attack-�-xss,0.8573885560035706,bot,0.7419407963752747,0.7803186492282509,0.16924747432874254
dos-goldeneye,2059,Tail,False,web-attack-�-sql-injection,0.9488890171051025,web-attack-�-sql-injection,0.7101491093635559,0.8307866083553863,0.1802572357338129
