true_class,support,expert,owner,pred_x,conf_x,pred_xa,conf_xa,stability,tta_weight
ftp-patator,1588,Benign,False,benign,0.9972213506698608,benign,0.9563936591148376,0.6197431913560272,0.13465089510495382
ftp-patator,1588,DoS,False,dos-slowloris,0.80446857213974,dos-goldeneye,0.73585444688797,0.7793497421536888,0.16911063139761745
ftp-patator,1588,DDoS_Scan,False,portscan,0.9930016994476318,portscan,0.9585258364677429,0.805618077310004,0.17455561338538875
ftp-patator,1588,BruteForce,True,ftp-patator,0.999739408493042,ssh-patator,0.9980168342590332,0.7572926746837215,0.16399390861291785
ftp-patator,1588,WebBot,False,web-attack-�-brute-force,0.924462616443634,bot,0.7756330966949463,0.810422824916585,0.17569273597914775
ftp-patator,1588,Tail,False,web-attack-�-sql-injection,0.9525056481361389,web-attack-�-sql-injection,0.688387393951416,0.8397139888631808,0.18199621551997439
ssh-patator,1179,Benign,False,benign,0.996151328086853,benign,0.9565141797065735,0.6194795983524882,0.13663136523403638
ssh-patator,1179,DoS,False,dos-slowloris,0.8702506422996521,dos-goldeneye,0.7312452793121338,0.7348563294914667,0.1619838314704562
ssh-patator,1179,DDoS_Scan,False,portscan,0.9971534609794617,portscan,0.9732688665390015,0.7924883012170473,0.174102305224621
ssh-patator,1179,BruteForce,True,ssh-patator,0.9997385740280151,ftp-patator,0.9978572130203247,0.7551810759082688,0.16646092676787472
ssh-patator,1179,WebBot,False,web-attack-�-brute-force,0.7945699691772461,bot,0.782694399356842,0.8002827571636252,0.17620660017526557
ssh-patator,1179,Tail,False,web-attack-�-sql-injection,0.9536008834838867,web-attack-�-sql-injection,0.7004636526107788,0.8380939613603934,0.18461497112774614
dos-slowloris,1159,Benign,False,benign,0.9962486028671265,benign,0.925722062587738,0.641125002584601,0.13935709016056178
dos-slowloris,1159,DoS,True,dos-slowloris,0.9973350763320923,dos-slowloris,0.7730831503868103,0.7766914902316852,0.16863264803960704
dos-slowloris,1159,DDoS_Scan,False,portscan,0.9930734634399414,portscan,0.9618331789970398,0.7971732926738436,0.1728145888779814
dos-slowloris,1159,BruteForce,False,ssh-patator,0.9974991083145142,ftp-patator,0.9980063438415527,0.7580209794582637,0.16474575372799927
dos-slowloris,1159,WebBot,False,web-attack-�-brute-force,0.7842947840690613,bot,0.7526192665100098,0.8029540095771764,0.17437415787284324
dos-slowloris,1159,Tail,False,web-attack-�-sql-injection,0.9426353573799133,infiltration,0.7079248428344727,0.8289706179736783,0.1800757613210073
dos-slowhttptest,1100,Benign,False,benign,0.9929136037826538,benign,0.9338805079460144,0.6356661100933422,0.1389062738236113
dos-slowhttptest,1100,DoS,True,dos-slowhttptest,0.9971342086791992,dos-slowhttptest,0.7550468444824219,0.75232871007728,0.1643007650820886
dos-slowhttptest,1100,DDoS_Scan,False,portscan,0.9965476393699646,portscan,0.9716195464134216,0.7954702928525348,0.17327580345695878
dos-slowhttptest,1100,BruteForce,False,ssh-patator,0.9976000785827637,ssh-patator,0.998034656047821,0.7572783449231065,0.16546293630629866
dos-slowhttptest,1100,WebBot,False,web-attack-�-brute-force,0.7659739851951599,bot,0.7289184927940369,0.8138710402356991,0.17759640136857577
dos-slowhttptest,1100,Tail,False,web-attack-�-sql-injection,0.941097617149353,infiltration,0.7193231582641602,0.8265231681954603,0.1804578199624669
bot,393,Benign,False,benign,0.8886023163795471,benign,0.9938419461250305,0.6706233126034726,0.13287930644329862
bot,393,DoS,False,dos-slowloris,0.9009116888046265,dos-goldeneye,0.7041510939598083,0.7679013220443494,0.1524693233593659
bot,393,DDoS_Scan,False,ddos,0.9979490041732788,portscan,0.9645311236381531,0.7625465366004334,0.15092597311038697
bot,393,BruteForce,False,ssh-patator,0.9987282156944275,ssh-patator,0.998627781867981,0.9977823055664566,0.1981858105969505
bot,393,WebBot,True,bot,0.9984278678894043,bot,0.8719345927238464,0.9480692297653065,0.18821716054655793
bot,393,Tail,False,infiltration,0.9353620409965515,infiltration,0.6656984686851501,0.8934257553619149,0.1773224259434401
web-attack-�-brute-force,302,Benign,False,benign,0.9818682074546814,benign,0.9217438101768494,0.6508625280943774,0.1392353716891507
web-attack-�-brute-force,302,DoS,False,dos-slowhttptest,0.8050618171691895,dos-goldeneye,0.6581737995147705,0.8159365130058355,0.1744860989238413
web-attack-�-brute-force,302,DDoS_Scan,False,portscan,0.9993447661399841,portscan,0.9413831830024719,0.8279536885474554,0.17666690782886868
web-attack-�-brute-force,302,BruteForce,False,ssh-patator,0.9994397759437561,ssh-patator,0.9977549314498901,0.7545709345980431,0.16130749903491357
web-attack-�-brute-force,302,WebBot,True,web-attack-�-brute-force,0.7420884966850281,bot,0.7548331022262573,0.796320328038005,0.17011950501206674
web-attack-�-brute-force,302,Tail,False,web-attack-�-sql-injection,0.9526146650314331,web-attack-�-sql-injection,0.6972478628158569,0.833585403386476,0.17818461751115902
web-attack-�-xss,130,Benign,False,benign,0.9781352877616882,benign,0.9333768486976624,0.6659589216672788,0.14123761412427843
web-attack-�-xss,130,DoS,False,dos-slowhttptest,0.7840855717658997,dos-slowhttptest,0.6876611709594727,0.8178828204517417,0.17346119119151382
web-attack-�-xss,130,DDoS_Scan,False,portscan,0.9994663000106812,portscan,0.9482354521751404,0.8449112619825118,0.17879595548955068
web-attack-�-xss,130,BruteForce,False,ssh-patator,0.9996140599250793,ssh-patator,0.9981041550636292,0.7520939799723536,0.1594685430642584
web-attack-�-xss,130,WebBot,True,web-attack-�-xss,0.6744044423103333,bot,0.7414065599441528,0.7911337223648585,0.16767502006052626
web-attack-�-xss,130,Tail,False,web-attack-�-sql-injection,0.9522490501403809,web-attack-�-sql-injection,0.6861964464187622,0.8460063012331746,0.17936167606987244
infiltration,7,Benign,False,benign,0.8938107490539551,benign,0.9057546257972717,0.7185110658855516,0.15078801221210109
infiltration,7,DoS,False,dos-slowloris,0.6428178548812866,dos-goldeneye,0.6128047108650208,0.8182525220575917,0.17188383449476285
infiltration,7,DDoS_Scan,False,ddos,0.999902069568634,portscan,0.9954718351364136,0.8072673739277064,0.1690509485675393
infiltration,7,BruteForce,False,ssh-patator,0.9997342228889465,ssh-patator,0.9980255961418152,0.7232156709225749,0.1519965643065678
infiltration,7,WebBot,False,bot,0.6704506874084473,web-attack-�-brute-force,0.7948864698410034,0.8701999015205077,0.18264214465353792
infiltration,7,Tail,True,infiltration,0.9627513289451599,infiltration,0.5815861821174622,0.8277869503857817,0.1736384957654911
web-attack-�-sql-injection,4,Benign,False,benign,0.9245479106903076,benign,0.8962376117706299,0.6545535172315894,0.14211913027039674
web-attack-�-sql-injection,4,DoS,False,dos-goldeneye,0.7942412495613098,dos-goldeneye,0.8255401849746704,0.8702846257990977,0.18923953700894508
web-attack-�-sql-injection,4,DDoS_Scan,False,portscan,0.998536229133606,ddos,0.9213792085647583,0.741240394035322,0.16092380074979035
web-attack-�-sql-injection,4,BruteForce,False,ssh-patator,0.9972872138023376,ftp-patator,0.996410071849823,0.7725118835335778,0.16775217089223543
web-attack-�-sql-injection,4,WebBot,False,web-attack-�-xss,0.825027346611023,bot,0.73235684633255,0.7477804786618563,0.16225564326124473
web-attack-�-sql-injection,4,Tail,True,web-attack-�-sql-injection,0.9603753089904785,infiltration,0.5215507745742798,0.8175501455763309,0.17770971781738773
heartbleed,2,Benign,False,benign,0.8726477026939392,benign,0.8301168084144592,0.8509543571207397,0.16724889263404474
heartbleed,2,DoS,False,dos-goldeneye,0.7764216661453247,dos-goldeneye,0.6190861463546753,0.9168861478537458,0.1803043486755675
heartbleed,2,DDoS_Scan,False,portscan,0.9882826805114746,ddos,0.999336838722229,0.7952676312515836,0.1564562814405977
heartbleed,2,BruteForce,False,ssh-patator,0.9983477592468262,ftp-patator,0.99964439868927,0.7955678491059953,0.1561322025921567
heartbleed,2,WebBot,False,web-attack-�-brute-force,0.7557280659675598,bot,0.5975499749183655,0.8432086319621497,0.1660928036655095
heartbleed,2,Tail,True,heartbleed,0.9633010029792786,heartbleed,0.4761330187320709,0.8838085601231015,0.17376547099212386
