a,b,gain_pearson_r
e1,e2,0.9729
e1,e3,0.9762
e1,e4,0.9799
e1,e5,0.9847
e1,e6,0.9816
e2,e3,0.9909
e2,e4,0.9893
e2,e5,0.9819
e2,e6,0.9886
e3,e4,0.9945
e3,e5,0.9862
e3,e6,0.9951
e4,e5,0.9904
e4,e6,0.9979
e5,e6,0.9924
