K,beta,tune_expert_balanced_nll
2,0.0,1.431891
2,0.5,2.919179
2,1.0,5.791727
4,0.0,0.917503
4,0.5,2.285653
4,1.0,5.453128
8,0.0,0.941235
8,0.5,2.441946
8,1.0,5.815889
