class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,113763,80480,-33283,3500452,3500452
bot,61,61,0,38872,41199
brute_force,21120,21120,0,115020,115020
ddos,11,11,0,182485,213441
dos,13,13,0,38839,38839
infiltration,255,255,0,9830,9830
web_attacks,2167,2167,0,226,226
