a,b,agreement
global,e1,0.988
global,e2,0.8113
global,e3,0.8566
global,e4,0.8641
global,e5,0.8562
global,e6,0.8522
e1,e2,0.8034
e1,e3,0.8485
e1,e4,0.856
e1,e5,0.8483
e1,e6,0.8442
e2,e3,0.9527
e2,e4,0.9414
e2,e5,0.9534
e2,e6,0.9542
e3,e4,0.976
e3,e5,0.9883
e3,e6,0.9878
e4,e5,0.9767
e4,e6,0.9762
e5,e6,0.9932
