expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,1948960,12761,186000,114138,0,39958,26026,5878,0,0
2,15923,12761,15923,0,0,0,0,0,15923,0
3,19496,12761,19496,3,19493,0,0,0,0,0
4,123,12761,123,0,0,0,0,0,0,123
5,3263,12761,3263,479,0,0,0,0,2784,0
6,1158,12761,1158,0,1158,0,0,0,0,0
