expert,accepted,helpful,harmful,precision,net
1,0,0,0,0.0,0
2,2011,1829,0,1.0,1829
3,101841,16697,0,1.0,16697
4,15019,13247,0,1.0,13247
5,47019,14,0,1.0,14
6,83681,1496,0,1.0,1496
