class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3500452,0,0,2474,0
bot,41542,38872,2327,0,343,0
brute_force,115040,115020,0,0,20,0
ddos,264872,182485,30956,0,51431,0
dos,60594,38839,0,0,21755,0
infiltration,37631,9830,0,0,27801,0
web_attacks,509,226,0,0,283,0
