expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.911,8852,9131,0.5827,0.2606
2,202121,normgain,0.9257,82,14929,0.8103,0.5815
3,202121,normgain,0.9265,67,14781,0.6151,0.3419
4,202121,normgain,0.9276,36,14597,0.8323,0.3577
5,202121,normgain,0.9263,225,14671,0.6379,0.3065
6,202121,normgain,0.9279,119,14456,0.6568,0.3316
