round,expert,coverage,regime_tune_rows,marginal,action
0,3,0.7287,11,,dropped(min-support)
0,4,0.5179,0,,dropped(min-support)
0,1,0.0943,80736,0.0,kept(prune off)
0,2,0.7139,2445,6.337,kept(prune off)
0,5,0.7205,139,0.0102,kept(prune off)
0,6,0.7146,85,52.6845,kept(prune off)
0,7,0.6999,709,0.3637,kept(prune off)
0,8,0.7053,154,0.0,kept(prune off)
