tau_pre,tau_post,proposal_rate,accepted,helpful,harmful,harm_frac,benign_fpr_added,net_gain,feasible
-44.58072280883789,0.0,0.9999,2203,1960,15,0.0076,0.002069,9484.4,False
-44.58072280883789,0.25,0.9999,2127,1959,11,0.0056,0.001379,9406.9,False
-44.58072280883789,0.5,0.9999,2055,1956,3,0.0015,0.0,9354.0,False
-44.58072280883789,1.0,0.9999,1974,1915,0,0.0,0.0,9183.6,False
-44.58072280883789,2.0,0.9999,1682,1665,0,0.0,0.0,8409.8,False
-44.58072280883789,4.0,0.9999,996,996,0,0.0,0.0,5489.1,False
-44.58072280883789,8.0,0.9999,0,0,0,0.0,0.0,0.0,False
0.015544508676975965,0.0,0.7,2157,1957,15,0.0076,0.002069,9376.3,False
0.015544508676975965,0.25,0.7,2104,1956,11,0.0056,0.001379,9300.6,False
0.015544508676975965,0.5,0.7,2042,1954,3,0.0015,0.0,9267.7,False
0.015544508676975965,1.0,0.7,1967,1914,0,0.0,0.0,9102.1,False
0.015544508676975965,2.0,0.7,1676,1664,0,0.0,0.0,8341.2,False
0.015544508676975965,4.0,0.7,996,996,0,0.0,0.0,5489.1,False
0.015544508676975965,8.0,0.7,0,0,0,0.0,0.0,0.0,False
0.2328319102525711,0.0,0.4996,2038,1931,5,0.0026,0.002759,8965.2,False
0.2328319102525711,0.25,0.4996,2015,1930,4,0.0021,0.002069,8892.0,False
0.2328319102525711,0.5,0.4996,1989,1930,0,0.0,0.0,8879.8,False
0.2328319102525711,1.0,0.4996,1949,1900,0,0.0,0.0,8741.1,False
0.2328319102525711,2.0,0.4996,1670,1662,0,0.0,0.0,7999.7,False
0.2328319102525711,4.0,0.4996,996,996,0,0.0,0.0,5489.1,False
0.2328319102525711,8.0,0.4996,0,0,0,0.0,0.0,0.0,False
3.088985013961787,0.0,0.4,1437,1423,2,0.0014,0.001379,7322.7,False
3.088985013961787,0.25,0.4,1431,1422,2,0.0014,0.001379,7253.0,False
3.088985013961787,0.5,0.4,1425,1422,0,0.0,0.0,7251.6,False
3.088985013961787,1.0,0.4,1424,1421,0,0.0,0.0,7211.9,False
3.088985013961787,2.0,0.4,1378,1375,0,0.0,0.0,7033.7,False
3.088985013961787,4.0,0.4,996,996,0,0.0,0.0,5489.1,False
3.088985013961787,8.0,0.4,0,0,0,0.0,0.0,0.0,False
4.8617048263549805,0.0,0.1321,1086,1074,1,0.0009,0.00069,6085.2,False
4.8617048263549805,0.25,0.1321,1081,1073,1,0.0009,0.00069,6015.1,False
4.8617048263549805,0.5,0.1321,1076,1073,0,0.0,0.0,6012.8,True
4.8617048263549805,1.0,0.1321,1075,1072,0,0.0,0.0,5973.1,True
4.8617048263549805,2.0,0.1321,1075,1072,0,0.0,0.0,5973.1,True
4.8617048263549805,4.0,0.1321,993,993,0,0.0,0.0,5473.5,True
4.8617048263549805,8.0,0.1321,0,0,0,0.0,0.0,0.0,False
4.8617048263549805,0.0,0.1321,1086,1074,1,0.0009,0.00069,6085.2,False
4.8617048263549805,0.25,0.1321,1081,1073,1,0.0009,0.00069,6015.1,False
4.8617048263549805,0.5,0.1321,1076,1073,0,0.0,0.0,6012.8,True
4.8617048263549805,1.0,0.1321,1075,1072,0,0.0,0.0,5973.1,True
4.8617048263549805,2.0,0.1321,1075,1072,0,0.0,0.0,5973.1,True
4.8617048263549805,4.0,0.1321,993,993,0,0.0,0.0,5473.5,True
4.8617048263549805,8.0,0.1321,0,0,0,0.0,0.0,0.0,False
4.8617048263549805,0.0,0.1321,1086,1074,1,0.0009,0.00069,6085.2,False
4.8617048263549805,0.25,0.1321,1081,1073,1,0.0009,0.00069,6015.1,False
4.8617048263549805,0.5,0.1321,1076,1073,0,0.0,0.0,6012.8,True
4.8617048263549805,1.0,0.1321,1075,1072,0,0.0,0.0,5973.1,True
4.8617048263549805,2.0,0.1321,1075,1072,0,0.0,0.0,5973.1,True
4.8617048263549805,4.0,0.1321,993,993,0,0.0,0.0,5473.5,True
4.8617048263549805,8.0,0.1321,0,0,0,0.0,0.0,0.0,False
4.8617048263549805,0.0,0.1321,1086,1074,1,0.0009,0.00069,6085.2,False
4.8617048263549805,0.25,0.1321,1081,1073,1,0.0009,0.00069,6015.1,False
4.8617048263549805,0.5,0.1321,1076,1073,0,0.0,0.0,6012.8,True
4.8617048263549805,1.0,0.1321,1075,1072,0,0.0,0.0,5973.1,True
4.8617048263549805,2.0,0.1321,1075,1072,0,0.0,0.0,5973.1,True
4.8617048263549805,4.0,0.1321,993,993,0,0.0,0.0,5473.5,True
