mode,level,true_class,support,expert,owner,pred_x,conf_x,pred_xa,conf_xa,flip_rate,stability,tta_weight
gaussian,0.01,benign,4032,Benign,True,benign,0.9987408518791199,benign,0.9948968887329102,0.0,0.9994214844357773,0.19120438944233867
gaussian,0.01,benign,4032,DoS,False,dos-slowloris,0.8154396414756775,dos-hulk,0.7459504008293152,0.5213293650793651,0.8242069380066063,0.157439938999727
gaussian,0.01,benign,4032,DDoS_Scan,False,portscan,0.9930504560470581,portscan,0.9862028360366821,0.44823908730158724,0.780540377921093,0.14883932684043863
gaussian,0.01,benign,4032,BruteForce,False,ssh-patator,0.9971503019332886,ssh-patator,0.9979450106620789,0.23913690476190474,0.8768066139546535,0.16708119650878883
gaussian,0.01,benign,4032,WebBot,False,bot,0.8163335919380188,bot,0.8032190203666687,0.4772569444444444,0.8512535548081401,0.16247959014702326
gaussian,0.01,benign,4032,Tail,False,web-attack-�-sql-injection,0.7284983992576599,web-attack-�-sql-injection,0.7173681259155273,0.36547619047619045,0.9040814990455306,0.17295555806168364
gaussian,0.01,dos-hulk,380,Benign,False,benign,0.999214231967926,benign,0.917084813117981,0.0,0.7819859004298627,0.15517076777915953
gaussian,0.01,dos-hulk,380,DoS,True,dos-hulk,0.9999107718467712,dos-hulk,0.8070419430732727,0.25105263157894736,0.8722676732794887,0.1729858690551152
gaussian,0.01,dos-hulk,380,DDoS_Scan,False,portscan,0.9936627149581909,portscan,0.9795423746109009,0.3957894736842105,0.8035974134196596,0.15921776041089494
gaussian,0.01,dos-hulk,380,BruteForce,False,ssh-patator,0.9971983432769775,ssh-patator,0.9981353878974915,0.36473684210526314,0.8074330567871785,0.160067600086568
gaussian,0.01,dos-hulk,380,WebBot,False,web-attack-�-brute-force,0.6863042116165161,web-attack-�-xss,0.6994014978408813,0.6239473684210526,0.8566567225624496,0.1698892969871975
gaussian,0.01,dos-hulk,380,Tail,False,web-attack-�-sql-injection,0.8001109957695007,web-attack-�-sql-injection,0.7326332926750183,0.3123684210526316,0.9208655880489076,0.1826687056810648
gaussian,0.01,portscan,290,Benign,False,benign,0.9982419013977051,benign,0.9518214464187622,0.0,0.756915210925667,0.14390659262422945
gaussian,0.01,portscan,290,DoS,False,dos-slowloris,0.9486332535743713,dos-slowloris,0.7364932298660278,0.48793103448275865,0.8063629079905588,0.15322734472878502
gaussian,0.01,portscan,290,DDoS_Scan,True,portscan,0.9999917149543762,portscan,0.949853241443634,0.20620689655172414,0.8982646183591675,0.1706656428112097
gaussian,0.01,portscan,290,BruteForce,False,ssh-patator,0.9984034895896912,ssh-patator,0.9981790781021118,0.025862068965517238,0.9862819753684021,0.1873880636871685
gaussian,0.01,portscan,290,WebBot,False,bot,0.913439929485321,bot,0.8599594235420227,0.16413793103448276,0.9211139276236655,0.1748664358149939
gaussian,0.01,portscan,290,Tail,False,web-attack-�-sql-injection,0.6893609166145325,web-attack-�-sql-injection,0.6787340044975281,0.4675862068965517,0.8940957567592459,0.16994592033361347
gaussian,0.01,ftp-patator,18,Benign,False,benign,0.9982870817184448,benign,0.91283118724823,0.0,0.7704348368697351,0.15806741417880707
gaussian,0.01,ftp-patator,18,DoS,False,dos-slowloris,0.8447329998016357,dos-goldeneye,0.7290345430374146,0.5833333333333333,0.7886579304492092,0.16172729995812762
gaussian,0.01,ftp-patator,18,DDoS_Scan,False,portscan,0.9928557872772217,portscan,0.9944471120834351,0.44444444444444436,0.7741209194656119,0.15881280811203918
gaussian,0.01,ftp-patator,18,BruteForce,True,ftp-patator,0.9997393488883972,ftp-patator,0.9980417490005493,0.49444444444444446,0.7522442510379367,0.1542770453744919
gaussian,0.01,ftp-patator,18,WebBot,False,web-attack-�-brute-force,0.9277614951133728,web-attack-�-brute-force,0.7703084945678711,0.4444444444444445,0.852586600702683,0.17489798160880732
gaussian,0.01,ftp-patator,18,Tail,False,web-attack-�-sql-injection,0.9543609619140625,web-attack-�-sql-injection,0.7634004950523376,0.1,0.9366286681980451,0.19221745076772684
gaussian,0.01,bot,5,Benign,False,benign,0.9559530019760132,benign,0.9886378049850464,0.0,0.778164587278729,0.1513310693587736
gaussian,0.01,bot,5,DoS,False,dos-slowloris,0.9711230397224426,dos-slowloris,0.6417077779769897,0.62,0.7648382240871543,0.1488292519338894
gaussian,0.01,bot,5,DDoS_Scan,False,ddos,0.9989496469497681,portscan,0.9893726110458374,0.52,0.7491858311286657,0.14554254992981494
gaussian,0.01,bot,5,BruteForce,False,ssh-patator,0.9982110857963562,ssh-patator,0.9985445141792297,0.0,0.9997817111128093,0.1946289249746531
gaussian,0.01,bot,5,WebBot,True,bot,0.9987584352493286,bot,0.8720528483390808,0.02,0.9519253561659294,0.18519085018533352
gaussian,0.01,bot,5,Tail,False,infiltration,0.9367480278015137,infiltration,0.6744595766067505,0.4600000000000001,0.89710076984911,0.17447735361753547
gaussian,0.05,benign,4032,Benign,True,benign,0.9987408518791199,benign,0.9912911653518677,0.0,0.9993087272149779,0.1966203958454066
gaussian,0.05,benign,4032,DoS,False,dos-slowloris,0.8154396414756775,dos-goldeneye,0.7250341176986694,0.6574652777777779,0.7768725759210093,0.15266849483346223
gaussian,0.05,benign,4032,DDoS_Scan,False,portscan,0.9930504560470581,portscan,0.982800304889679,0.4856150793650794,0.7647924286203506,0.15013705312731285
gaussian,0.05,benign,4032,BruteForce,False,ssh-patator,0.9971503019332886,ssh-patator,0.9980827569961548,0.3449156746031746,0.8250983148290163,0.16165269832745288
gaussian,0.05,benign,4032,WebBot,False,bot,0.8163335919380188,bot,0.7954579591751099,0.4881944444444445,0.8458158481910617,0.1659597018787646
gaussian,0.05,benign,4032,Tail,False,web-attack-�-sql-injection,0.7284983992576599,web-attack-�-sql-injection,0.7011874318122864,0.44853670634920634,0.87984419452157,0.1729616559876008
gaussian,0.05,dos-hulk,380,Benign,False,benign,0.999214231967926,benign,0.9478734731674194,0.0,0.7575622871438327,0.15719992377100292
gaussian,0.05,dos-hulk,380,DoS,True,dos-hulk,0.9999107718467712,dos-hulk,0.7507871389389038,0.4097368421052631,0.8130643285801251,0.16854238368118382
gaussian,0.05,dos-hulk,380,DDoS_Scan,False,portscan,0.9936627149581909,portscan,0.9798297882080078,0.4639473684210526,0.7735296762105143,0.16039914306714184
gaussian,0.05,dos-hulk,380,BruteForce,False,ssh-patator,0.9971983432769775,ssh-patator,0.998029351234436,0.4610526315789474,0.7672571371183273,0.15913434999053763
gaussian,0.05,dos-hulk,380,WebBot,False,web-attack-�-brute-force,0.6863042116165161,bot,0.7022989392280579,0.6594736842105264,0.8435464913093962,0.17479368469252593
gaussian,0.05,dos-hulk,380,Tail,False,web-attack-�-sql-injection,0.8001109957695007,web-attack-�-sql-injection,0.704937756061554,0.39868421052631575,0.8677999544022686,0.17993051479760794
gaussian,0.05,portscan,290,Benign,False,benign,0.9982419013977051,benign,0.9708791971206665,0.0,0.7520511326925153,0.14702163402910134
gaussian,0.05,portscan,290,DoS,False,dos-slowloris,0.9486332535743713,dos-goldeneye,0.741330623626709,0.6017241379310345,0.7691364862789406,0.15025968210829807
gaussian,0.05,portscan,290,DDoS_Scan,True,portscan,0.9999917149543762,portscan,0.946008563041687,0.3210344827586207,0.8441180353706408,0.16486254005773393
gaussian,0.05,portscan,290,BruteForce,False,ssh-patator,0.9984034895896912,ssh-patator,0.9982682466506958,0.07310344827586208,0.9603941115794499,0.1873439575826151
gaussian,0.05,portscan,290,WebBot,False,bot,0.913439929485321,bot,0.8564376831054688,0.19413793103448276,0.9073560982871809,0.17698075074466235
gaussian,0.05,portscan,290,Tail,False,web-attack-�-sql-injection,0.6893609166145325,web-attack-�-sql-injection,0.6725369691848755,0.46413793103448275,0.8882983097498325,0.17353143547758917
gaussian,0.05,ftp-patator,18,Benign,False,benign,0.9982870817184448,benign,0.9474626779556274,0.0,0.7593352353255419,0.15838013800288583
gaussian,0.05,ftp-patator,18,DoS,False,dos-slowloris,0.8447329998016357,dos-goldeneye,0.7468446493148804,0.611111111111111,0.7730178474934688,0.16113883583445598
gaussian,0.05,ftp-patator,18,DDoS_Scan,False,portscan,0.9928557872772217,portscan,0.9714457392692566,0.4166666666666667,0.7993174064508328,0.16666756788390977
gaussian,0.05,ftp-patator,18,BruteForce,True,ftp-patator,0.9997393488883972,ftp-patator,0.9979833364486694,0.49444444444444446,0.7513851695823297,0.15657000177904512
gaussian,0.05,ftp-patator,18,WebBot,False,web-attack-�-brute-force,0.9277614951133728,web-attack-�-brute-force,0.7730359435081482,0.45555555555555555,0.8494926925558783,0.17714664082868875
gaussian,0.05,ftp-patator,18,Tail,False,web-attack-�-sql-injection,0.9543609619140625,web-attack-�-sql-injection,0.722272515296936,0.19444444444444442,0.8638393796818085,0.18009681567101454
gaussian,0.05,bot,5,Benign,False,benign,0.9559530019760132,benign,0.9955466985702515,0.0,0.7768161919949806,0.1518437148800103
gaussian,0.05,bot,5,DoS,False,dos-slowloris,0.9711230397224426,dos-goldeneye,0.6848483681678772,0.6599999999999999,0.7540053116453969,0.14742318417202913
gaussian,0.05,bot,5,DDoS_Scan,False,ddos,0.9989496469497681,ddos,0.9884064793586731,0.5,0.7501899256256831,0.14646965282294205
gaussian,0.05,bot,5,BruteForce,False,ssh-patator,0.9982110857963562,ssh-patator,0.9986344575881958,0.0,0.9997725010837559,0.1955792395647577
gaussian,0.05,bot,5,WebBot,True,bot,0.9987584352493286,bot,0.8592314720153809,0.04,0.936574172481615,0.18318186017762833
gaussian,0.05,bot,5,Tail,False,infiltration,0.9367480278015137,infiltration,0.6659887433052063,0.4600000000000001,0.8978558217041606,0.17550234838263248
gaussian,0.1,benign,4032,Benign,True,benign,0.9987408518791199,benign,0.9899516105651855,0.0,0.999317775698766,0.19810467221288733
gaussian,0.1,benign,4032,DoS,False,dos-slowloris,0.8154396414756775,dos-goldeneye,0.7209618091583252,0.6939732142857143,0.7639777091804084,0.15126853176416158
gaussian,0.1,benign,4032,DDoS_Scan,False,portscan,0.9930504560470581,portscan,0.980678915977478,0.49181547619047616,0.7629237591712608,0.15093739158688196
gaussian,0.1,benign,4032,BruteForce,False,ssh-patator,0.9971503019332886,ssh-patator,0.998099148273468,0.3711805555555555,0.8138040234798061,0.1606176498414352
gaussian,0.1,benign,4032,WebBot,False,bot,0.8163335919380188,bot,0.809475302696228,0.4877232142857143,0.8401022976532683,0.16602990818246724
