class_id,class_name,baseline_precision,baseline_recall,baseline_f1,moe_precision,moe_recall,moe_f1,delta_f1
0,benign,0.9986396232261807,0.9997007950930396,0.9991699274043795,1.0,0.11902195196001214,0.21272496353005477,-0.7864449638743247
1,bot,0.4444444444444444,0.08205128205128205,0.13852813852813853,1.0,0.015384615384615385,0.030303030303030304,-0.10822510822510822
2,ddos,0.9998437927129301,1.0,0.9999218902558095,1.0,0.002187243682380971,0.004364940176935968,-0.9955569500788735
3,dos-goldeneye,0.9941916747337851,0.9975716367168529,0.9958787878787879,1.0,0.5794074793589121,0.7337023370233703,-0.26217645085541763
4,dos-hulk,0.9983481133715876,0.999630024592483,0.9989886577422056,0.9741971338970267,0.534092145639731,0.6899353387686252,-0.30905331897358035
5,dos-slowhttptest,0.9714889123548046,0.8378870673952641,0.8997555012224939,0.9940119760479041,0.151183970856102,0.2624505928853755,-0.6373049083371185
6,dos-slowloris,0.9956521739130435,0.9887737478411054,0.9922010398613518,0.1357593661877266,0.8730569948186528,0.23497966298663567,-0.7572213768747161
7,ftp-patator,0.9993247805536799,0.9919571045576407,0.9956273124789775,1.0,0.5630026809651475,0.7204116638078902,-0.2752156486710873
8,heartbleed,1.0,0.5,0.6666666666666666,0.2857142857142857,1.0,0.4444444444444444,-0.2222222222222222
9,infiltration,1.0,0.7142857142857143,0.8333333333333334,0.00014515894904920887,0.7142857142857143,0.00029025891094856614,-0.8330430744223848
10,portscan,0.9999368985644423,0.9980475515666825,0.9989913317572892,0.08342755867828575,0.9991182490946308,0.15399624801904627,-0.844995083738243
11,ssh-patator,1.0,0.99830220713073,0.9991503823279524,1.0,0.4923599320882852,0.6598407281001137,-0.33930965422783865
12,web-attack-�-brute-force,0.6938110749185668,0.7052980132450332,0.6995073891625616,0.0026076649545634135,0.10927152317880795,0.005093771706413522,-0.694413617456148
13,web-attack-�-sql-injection,0.6666666666666666,0.5,0.5714285714285714,0.00020619973881366417,0.75,0.00041228612657184083,-0.5710162853019995
14,web-attack-�-xss,0.28346456692913385,0.2748091603053435,0.27906976744186046,0.0037497070541363956,0.9770992366412213,0.007470744448011206,-0.27159902299384925
