budget,train_rows,fit_s,macro_f1,tail_f1,weighted_f1,brute_f1,ddos_f1,recall_ftp_bruteforce,recall_ssh_bruteforce
c0,250000,768.4,0.747379,0.514143,0.980709,0.915866,0.999606,1.0,0.999469
