bank,expert,block_rows,residual_regime_rows,identical_to_residual,selector_active
residual,1,15358,15358,True,False
residual,2,121,121,True,False
residual,3,20651,20651,True,False
residual,4,186000,1909954,True,True
residual,5,3442,3442,True,False
