round,expert,coverage,regime_tune_rows,marginal,action
0,2,0.6014,0,,dropped(min-support)
0,3,0.7094,17,,dropped(min-support)
0,5,0.1618,34,,dropped(min-support)
0,1,0.5696,1833,6.4977,kept(prune off)
0,4,0.5778,53,21.1145,kept(prune off)
0,6,0.7021,291,0.068,kept(prune off)
0,7,0.7801,80132,0.0027,kept(prune off)
0,8,0.0595,1293,0.0666,kept(prune off)
