class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,118662,90935,-27727,3498429,3498421
bot,4,4,0,41399,41399
brute_force,21118,21118,0,115020,115020
ddos,12,12,0,175919,203633
dos,16,16,0,37354,37354
infiltration,2409,2422,13,10338,10344
web_attacks,2190,2192,2,244,244
