K,beta,tune_expert_balanced_nll
2,0.0,1.108682
2,0.5,2.365998
2,1.0,5.006364
4,0.0,1.263033
4,0.5,3.095632
4,1.0,6.967156
8,0.0,1.065681
8,0.5,2.853095
8,1.0,6.655363
