a,b,agreement
global,e1,0.8103
global,e2,0.8501
global,e3,0.8513
global,e4,0.9891
global,e5,0.6638
e1,e2,0.9557
e1,e3,0.9554
e1,e4,0.8174
e1,e5,0.7668
e2,e3,0.9925
e2,e4,0.8573
e2,e5,0.8018
e3,e4,0.8585
e3,e5,0.8003
e4,e5,0.6706
