a,b,gain_pearson_r
e1,e2,0.996
e1,e3,0.9924
e1,e4,0.8383
e1,e5,0.979
e2,e3,0.9948
e2,e4,0.817
e2,e5,0.976
e3,e4,0.8094
e3,e5,0.9756
e4,e5,0.8586
