class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3498421,0,8,4497,0
bot,41542,41399,0,0,143,0
brute_force,115040,115020,0,0,20,0
ddos,264872,175919,27714,0,61239,0
dos,60594,37354,0,0,23240,0
infiltration,37631,10338,6,0,27287,0
web_attacks,509,244,0,0,265,7
