round,expert,coverage,regime_tune_rows,marginal,action
0,3,0.7161,0,,dropped(min-support)
0,5,0.7064,0,,dropped(min-support)
0,7,0.5082,0,,dropped(min-support)
0,1,0.0919,95,0.2215,kept(prune off)
0,2,0.1398,5438,6.3439,kept(prune off)
0,4,0.5067,4769,9.6769,kept(prune off)
0,6,0.2934,191692,0.0011,kept(prune off)
0,8,0.7013,128,51.1665,kept(prune off)
