helpful_override,harmful_override,net_correction,override_precision,activation_rate,accepted_rate,eval_rows,override_among_calls,rejected_calls,rejected_call_rate,mean_realized_gain_calls,mean_realized_gain_overrides,prior_beta,prior_T,K_selected,tau_pre,tau_post,block_jaccard_max,gain_corr_max,benign_rows,benign_harmful_override,eval_pos_adv_rows,eval_pos_adv_proposal_recall,eval_pos_adv_proposal_precision,oracle_utility_total,realized_utility_total,oracle_utility_recovery,oracle_gap_recovery,dense_oracle_macro,route_nearest_centroid_macro,route_top1_noverify_macro,oracle_random_bank_macro,oracle_proximity_bank_macro,oracle_regime_random_bank_macro
14788,3,14785,0.9998,0.015,0.0037,4023114,0.2459,45596,0.7541,11.9681,41.3325,0.0,1.25,5,0.9864800572395325,4.0,0.0,0.9898,3502926,1,1113837,0.053,0.9766,2853746.8,614407.5,0.2153,0.218,0.83,0.4539,0.6274,0.8453,0.8857,0.83
