cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,16043,0.4528821007718929,35.71871555170967,0,0,0,0,0,16043,0
1,1932702,0.06012344405543079,0.036188201631957156,1740873,20642,18691,131673,19599,1224,0
2,105,0.003103423874773427,2201.523426217252,0,0,0,0,0,0,105
3,1958,0.015986393819600445,9.515402430351905,528,0,0,0,0,1430,0
