K,beta,tune_expert_balanced_nll
2,0.0,1.223501
2,0.5,2.318777
2,1.0,4.996862
4,0.0,0.892503
4,0.5,2.176131
4,1.0,5.225902
8,0.0,0.717538
8,0.5,1.954914
8,1.0,4.994403
