class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,71193,71193,0,3498857,3498857
bot,13,13,0,41417,41417
brute_force,0,0,0,37676,37676
ddos,5,5,0,222486,222486
dos,8,8,0,38850,38850
infiltration,100408,100408,0,9863,9863
web_attacks,2101,2101,0,237,237
