expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,16043,12761,16043,0,0,0,0,0,16043,0
2,1932702,12761,186000,91169,20595,10146,52124,10815,1151,0
3,105,12761,105,0,0,0,0,0,0,105
4,1958,12761,1958,528,0,0,0,0,1430,0
