a,b,agreement
global,e1,0.6168
global,e2,0.7838
global,e3,0.6609
global,e4,0.663
e1,e2,0.5916
e1,e3,0.955
e1,e4,0.9527
e2,e3,0.6353
e2,e4,0.6375
e3,e4,0.9908
