round,expert,coverage,regime_tune_rows,marginal,action
0,1,0.7155,2,,dropped(min-support)
0,3,0.7139,0,,dropped(min-support)
0,4,0.7179,34,,dropped(min-support)
0,6,0.717,0,,dropped(min-support)
0,2,0.7062,2302,6.8381,kept(prune off)
0,5,0.602,79559,0.0014,kept(prune off)
0,7,0.7203,50,80.357,kept(prune off)
0,8,0.7202,61,0.4884,kept(prune off)
