K,beta,tune_expert_balanced_nll
2,0.0,1.385876
2,0.5,2.729561
2,1.0,5.665534
4,0.0,1.015168
4,0.5,2.413021
4,1.0,5.598171
8,0.0,0.820324
8,0.5,2.276292
8,1.0,5.58097
