a,b,agreement
global,e1,0.8085
global,e2,0.9971
global,e3,0.8536
global,e4,0.8556
e1,e2,0.8098
e1,e3,0.9539
e1,e4,0.9523
e2,e3,0.855
e2,e4,0.8569
e3,e4,0.9966
