expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9471,1009,9677,0.6495,0.5337
2,202121,normgain,0.8893,9300,13080,0.7797,0.1427
3,202121,normgain,0.953,1309,8199,0.6415,0.2348
4,202121,normgain,0.975,88,4971,0.8002,0.2171
