class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,43283,43283,0,3500386,3500386
bot,18,18,0,41370,41370
brute_force,21110,21110,0,115020,115020
ddos,144,144,0,250562,250562
dos,10,10,0,38861,38861
infiltration,237,237,0,9738,9738
web_attacks,2151,2151,0,224,224
