K,beta,tune_expert_balanced_nll
2,0.0,1.044242
2,0.5,1.927066
2,1.0,4.227213
4,0.0,0.853244
4,0.5,1.888869
4,1.0,4.641057
8,0.0,0.826791
8,0.5,2.120662
8,1.0,5.187762
