round,expert,coverage,regime_tune_rows,marginal,action
0,3,0.7215,11,,dropped(min-support)
0,1,0.905,82944,0.0042,kept(prune off)
0,2,0.7184,2584,7.776,kept(prune off)
0,4,0.7172,268,0.0185,kept(prune off)
