expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9217,11435,4384,0.7807,0.4261
2,202121,normgain,0.9699,78,6004,0.7483,0.7352
3,202121,normgain,0.9308,8496,5481,0.7822,0.565
