class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3500108,0,0,2818,0
bot,41542,41396,0,0,146,0
brute_force,115040,115020,0,0,20,0
ddos,264872,245970,0,0,18902,0
dos,60594,38865,0,0,21729,0
infiltration,37631,9857,0,0,27774,0
web_attacks,509,438,0,0,71,0
