class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,46270,46270,0,3500108,3500108
bot,44,44,0,41396,41396
brute_force,21110,21110,0,115020,115020
ddos,8,8,0,245970,245970
dos,34,34,0,38865,38865
infiltration,327,327,0,9857,9857
web_attacks,3667,3667,0,438,438
