method,class,precision,recall,f1,support
tabpfn_web_ctrl,benign,0.9886039604100368,0.9981512598324943,0.993354670474415,3502926
tabpfn_web_ctrl,bot,0.9973474801061007,0.9956188917240383,0.9964824362742736,41542
tabpfn_web_ctrl,brute_force,1.0,0.3275034770514604,0.4934126090259043,115040
tabpfn_web_ctrl,ddos,0.9999082414473383,0.9873901356126733,0.9936097623986566,264872
tabpfn_web_ctrl,dos,0.4358253318374543,0.9872924712017691,0.6047104012938441,60594
tabpfn_web_ctrl,infiltration,0.9354838709677419,0.00693577103983418,0.013769453969928779,37631
tabpfn_web_ctrl,web_attacks,0.05621301775147929,0.8958742632612967,0.1057881916251015,509
tabpfn_web_ctrl,macro_avg,,,0.6001610750088748,4023114
tabpfn_web_ctrl,weighted_avg,,,0.9639794432596844,4023114
tabpfn_web_ctrl,tail_avg,,,0.3720133606231013,4023114
xgb_web_ctrl,benign,0.9909861922885234,0.999030239291381,0.994991957961334,3502926
xgb_web_ctrl,bot,0.9992898422960134,0.9823070627316932,0.9907256791861905,41542
xgb_web_ctrl,brute_force,0.8448593737375222,0.999826147426982,0.9158336020638503,115040
xgb_web_ctrl,ddos,0.998738336281027,0.9892363103687819,0.9939646146609411,264872
xgb_web_ctrl,dos,1.0,0.6418622305838861,0.781870998220873,60594
xgb_web_ctrl,infiltration,0.9518866041125973,0.25340809439026335,0.40026023631136015,37631
xgb_web_ctrl,web_attacks,0.13460443938531588,0.9292730844793713,0.2351478995774298,509
xgb_web_ctrl,macro_avg,,,0.7589707125688541,4023114
xgb_web_ctrl,weighted_avg,,,0.9837477618069057,4023114
xgb_web_ctrl,tail_avg,,,0.5420446050249935,4023114
