a,b,agreement
global,e1,0.7953
global,e2,0.8522
global,e3,0.7764
global,e4,0.6819
e1,e2,0.9374
e1,e3,0.5841
e1,e4,0.7283
e2,e3,0.6407
e2,e4,0.7693
e3,e4,0.6579
