K,beta,tune_expert_balanced_nll
2,0.0,2.319398
2,0.5,4.059052
2,1.0,8.059855
4,0.0,1.266757
4,0.5,2.7327
4,1.0,6.276696
8,0.0,0.894617
8,0.5,2.4416
8,1.0,5.955094
