expert,class,rows,mean_gain,frac_positive
1,benign,100000,-0.17747078756948198,0.01299
1,bot,31156,0.006885700713800323,0.9982346899473616
1,brute_force,86279,-0.09530058543932818,0.0018544489389074978
1,ddos,100000,0.0011676093570079096,0.54806
1,dos,45446,0.1866783696280573,0.5131804779298508
1,infiltration,28224,23.588775202849693,0.9321853741496599
1,web_attacks,381,1946.825614419576,1.0
2,benign,100000,-0.08632482916090212,0.00048
2,bot,31156,-0.14527633518378288,0.0
2,brute_force,86279,-1.1819526198131174,0.0
2,ddos,100000,-0.040323635799382036,0.00664
2,dos,45446,-0.466387327068961,0.0023544426352154206
2,infiltration,28224,18.809645071356393,0.5577168367346939
2,web_attacks,381,1894.9371584006603,0.7664041994750657
3,benign,100000,-0.024423895146828932,0.01669
3,bot,31156,-2.1628560939099692,0.0003209654641160611
3,brute_force,86279,-4.792792133805776,0.0
3,ddos,100000,-0.36379167667458423,3e-05
3,dos,45446,-3.3307546324167965,0.009967873960304538
3,infiltration,28224,3.679938144788682,0.5414186507936508
3,web_attacks,381,1016.5439251089431,0.5958005249343832
4,benign,100000,-0.10026978891862051,0.00066
4,bot,31156,-1.978418609341376,0.00048144819617409166
4,brute_force,86279,-4.676455728381014,0.0
4,ddos,100000,-0.21101341510501379,0.0
4,dos,45446,-3.376267270387672,0.0346785195616776
4,infiltration,28224,17.910863630659154,0.5531816893424036
4,web_attacks,381,1889.7620051605218,0.7664041994750657
