budget,train_rows,fit_s,macro_f1,tail_f1,weighted_f1,brute_f1,ddos_f1,recall_ftp_bruteforce,recall_ssh_bruteforce
c0,250000,297.6,0.756077,0.534314,0.984535,0.915815,0.996823,1.0,0.999469
