expert,active_owned_classes,ood_role,pre_auroc,pre_aupr_id,pre_fpr95,pre_id_retain,pre_ood_detect,post_auroc,post_aupr_id,post_fpr95,post_id_retain,post_ood_detect,auroc_delta,fpr95_delta,ood_detect_delta
flood,"ddos,dos",unseen,0.6821,0.8835,0.6737,0.95,0.3263,0.8577,0.9658,0.6737,0.95,0.3263,0.1756,0.0,0.0
flood,"ddos,dos",aux,0.9987,0.9993,0.0074,0.95,0.9926,0.9994,0.9997,0.0048,0.95,0.9952,0.0008,-0.0026,0.0026
flood,"ddos,dos",non_owned_known_attack,0.9999,0.9999,0.0,0.95,1.0,1.0,1.0,0.0,0.95,1.0,0.0001,0.0,0.0
flood,"ddos,dos",benign,1.0,1.0,0.0,0.95,1.0,1.0,1.0,0.0,0.95,1.0,-0.0,0.0,0.0
tail,"bot,infiltration,web_attacks",unseen,0.5702,0.7693,0.9932,0.95,0.0068,0.9839,0.9929,0.0,0.95,1.0,0.4137,-0.9932,0.9932
tail,"bot,infiltration,web_attacks",aux,0.7616,0.8036,0.6708,0.95,0.3292,0.991,0.9942,0.0203,0.95,0.9797,0.2294,-0.6505,0.6505
tail,"bot,infiltration,web_attacks",non_owned_known_attack,0.4503,0.4321,0.8881,0.95,0.1119,0.8024,0.7112,0.396,0.95,0.604,0.3521,-0.4921,0.4921
tail,"bot,infiltration,web_attacks",benign,0.5537,0.5946,0.8726,0.95,0.1274,0.6112,0.6456,0.7442,0.95,0.2558,0.0575,-0.1284,0.1284
benign,benign,unseen,0.5906,0.74,1.0,0.95,0.0,0.9972,0.9979,0.0,0.95,1.0,0.4066,-1.0,1.0
benign,benign,aux,0.7041,0.7629,0.8325,0.95,0.1675,0.9804,0.9799,0.066,0.95,0.934,0.2763,-0.7664,0.7664
benign,benign,known_attack,0.76,0.6209,0.8877,0.95,0.1123,0.9333,0.7149,0.1327,0.95,0.8673,0.1733,-0.7549,0.7549
