true_class,support,expert,owner,pred_x,conf_x,pred_xa,conf_xa,stability,tta_weight
benign,454537,Benign,True,benign,0.9988889694213867,benign,0.9894416332244873,0.9945236939190244,0.1750035938503077
benign,454537,DoS,False,dos-slowloris,0.8160287141799927,dos-slowloris,0.7968893051147461,0.8899381303985865,0.15648644557215685
benign,454537,DDoS_Scan,False,portscan,0.9929051995277405,portscan,0.9846519827842712,0.9207074825105711,0.1617077243654944
benign,454537,BruteForce,False,ssh-patator,0.997153639793396,ssh-patator,0.9972426891326904,0.9982790470856124,0.1756693474826011
benign,454537,WebBot,False,bot,0.8172164559364319,bot,0.8065740466117859,0.9243020529583156,0.16245091196803182
benign,454537,Tail,False,web-attack-�-sql-injection,0.7312739491462708,web-attack-�-sql-injection,0.7251583933830261,0.9592575859186486,0.16868197676140817
dos-hulk,46025,Benign,False,benign,0.9990049600601196,benign,0.9073662161827087,0.8649093850523795,0.15271906382423645
dos-hulk,46025,DoS,True,dos-hulk,0.9996718764305115,dos-hulk,0.9539786577224731,0.974793566611197,0.1723726224057979
dos-hulk,46025,DDoS_Scan,False,portscan,0.9949603080749512,portscan,0.9899545907974243,0.9303232750230275,0.16428978000521471
dos-hulk,46025,BruteForce,False,ssh-patator,0.9971968531608582,ssh-patator,0.997217059135437,0.9988661793526039,0.17667747222218547
dos-hulk,46025,WebBot,False,bot,0.6861288547515869,bot,0.7255890369415283,0.9252011847256429,0.1634659279373934
dos-hulk,46025,Tail,False,web-attack-�-sql-injection,0.7951882481575012,web-attack-�-sql-injection,0.7677744030952454,0.964557834100846,0.17047513360517202
portscan,31786,Benign,False,benign,0.9981492161750793,benign,0.8526703715324402,0.785647021988976,0.14210893435356212
portscan,31786,DoS,False,dos-slowloris,0.9481083154678345,dos-slowloris,0.8205953240394592,0.8911694037213705,0.16124994440734106
portscan,31786,DDoS_Scan,True,portscan,0.9999880790710449,portscan,0.981607973575592,0.9799643602539617,0.17745132489395635
portscan,31786,BruteForce,False,ssh-patator,0.99838787317276,ssh-patator,0.9979501962661743,0.9970025764714026,0.18058568481193427
portscan,31786,WebBot,False,bot,0.9081076383590698,bot,0.8835789561271667,0.9331775100028754,0.168899847057584
