true_class,support,expert,owner,pred_x,conf_x,pred_xa,conf_xa,stability,tta_weight
portscan,31786,Tail,False,web-attack-�-sql-injection,0.6971355080604553,web-attack-�-sql-injection,0.7091085910797119,0.9374334246710482,0.16970426447562212
ddos,25606,Benign,False,benign,0.9995011687278748,benign,0.9024761915206909,0.8627278616443492,0.15337280985340476
ddos,25606,DoS,False,dos-hulk,0.9837580323219299,dos-hulk,0.8992228507995605,0.9302723949660514,0.16550577371201566
ddos,25606,DDoS_Scan,True,ddos,0.9999874234199524,ddos,0.994813859462738,0.918985291777043,0.16330581863695753
ddos,25606,BruteForce,False,ssh-patator,0.9959855675697327,ssh-patator,0.9964748024940491,0.9987406345032385,0.17782460331428046
ddos,25606,WebBot,False,bot,0.6532571315765381,bot,0.6956787705421448,0.940274409097737,0.1672568793985994
ddos,25606,Tail,False,infiltration,0.5608528852462769,web-attack-�-sql-injection,0.6206479072570801,0.9707193912725585,0.17273411508474215
dos-goldeneye,2059,Benign,False,benign,0.9967954754829407,benign,0.8951964378356934,0.8410053282413527,0.15186925584635858
dos-goldeneye,2059,DoS,True,dos-goldeneye,0.9994980692863464,dos-goldeneye,0.9184533357620239,0.8998628206134491,0.16260755247364725
dos-goldeneye,2059,DDoS_Scan,False,portscan,0.995972216129303,portscan,0.9899868965148926,0.9296145458052086,0.167873030910855
dos-goldeneye,2059,BruteForce,False,ssh-patator,0.9970649480819702,ssh-patator,0.9971265196800232,0.9991859838163982,0.18076392378599468
dos-goldeneye,2059,WebBot,False,web-attack-�-xss,0.8573885560035706,web-attack-�-brute-force,0.7606757879257202,0.9015183914436428,0.1628962423954097
dos-goldeneye,2059,Tail,False,web-attack-�-sql-injection,0.9488890171051025,web-attack-�-sql-injection,0.8576259613037109,0.962620355302609,0.1739899945877348
ftp-patator,1588,Benign,False,benign,0.9972213506698608,benign,0.8789941072463989,0.8446138600388828,0.15712064531727934
ftp-patator,1588,DoS,False,dos-slowloris,0.80446857213974,dos-slowloris,0.7939131855964661,0.8943306622095727,0.1667274270026029
ftp-patator,1588,DDoS_Scan,False,portscan,0.9930016994476318,portscan,0.9931244254112244,0.9202577559178188,0.17127199863739137
ftp-patator,1588,BruteForce,True,ftp-patator,0.999739408493042,ftp-patator,0.9984263181686401,0.8408010524172478,0.15636315678472062
ftp-patator,1588,WebBot,False,web-attack-�-brute-force,0.924462616443634,web-attack-�-brute-force,0.8217875957489014,0.9079378688418179,0.16905729459720648
ftp-patator,1588,Tail,False,web-attack-�-sql-injection,0.9525056481361389,web-attack-�-sql-injection,0.8575219511985779,0.9630531663465866,0.1794594776607993
ssh-patator,1179,Benign,False,benign,0.996151328086853,benign,0.8751811981201172,0.8204278451740952,0.14904343332954648
ssh-patator,1179,DoS,False,dos-slowloris,0.8702506422996521,dos-slowloris,0.7352501749992371,0.8517371996599837,0.1549452098186056
ssh-patator,1179,DDoS_Scan,False,portscan,0.9971534609794617,portscan,0.9877985715866089,0.9472034502244315,0.17212870160735183
ssh-patator,1179,BruteForce,True,ssh-patator,0.9997385740280151,ssh-patator,0.9991967678070068,0.9993668440608644,0.18192533369750621
ssh-patator,1179,WebBot,False,web-attack-�-brute-force,0.7945699691772461,web-attack-�-brute-force,0.7634287476539612,0.916657544458226,0.1666462723668231
ssh-patator,1179,Tail,False,web-attack-�-sql-injection,0.9536008834838867,web-attack-�-sql-injection,0.8511114716529846,0.9639021153020896,0.17531104918016674
dos-slowloris,1159,Benign,False,benign,0.9962486028671265,benign,0.8765389919281006,0.8420453531753551,0.15121611082039985
dos-slowloris,1159,DoS,True,dos-slowloris,0.9973350763320923,dos-slowloris,0.8851965069770813,0.9219477299771074,0.1657849433466903
dos-slowloris,1159,DDoS_Scan,False,portscan,0.9930734634399414,portscan,0.9865584969520569,0.9286329750300489,0.16681670943875776
dos-slowloris,1159,BruteForce,False,ssh-patator,0.9974991083145142,ssh-patator,0.9973975419998169,0.9987017549558523,0.17975120450762186
dos-slowloris,1159,WebBot,False,web-attack-�-brute-force,0.7842947840690613,web-attack-�-brute-force,0.7777916789054871,0.9122458458727241,0.16392843824633999
dos-slowloris,1159,Tail,False,web-attack-�-sql-injection,0.9426353573799133,web-attack-�-sql-injection,0.8593173623085022,0.9594414582452644,0.1725025936401903
dos-slowhttptest,1100,Benign,False,benign,0.9929136037826538,benign,0.8572049140930176,0.8208161364964975,0.14886149539595817
dos-slowhttptest,1100,DoS,True,dos-slowhttptest,0.9971342086791992,dos-slowhttptest,0.8511947393417358,0.879375230375404,0.1596074003310872
dos-slowhttptest,1100,DDoS_Scan,False,portscan,0.9965476393699646,portscan,0.9813392162322998,0.9361934868797355,0.16980652730911572
dos-slowhttptest,1100,BruteForce,False,ssh-patator,0.9976000785827637,ssh-patator,0.9975132942199707,0.9987393393999008,0.18146856055898988
dos-slowhttptest,1100,WebBot,False,web-attack-�-brute-force,0.7659739851951599,web-attack-�-brute-force,0.7729674577713013,0.9161402517392896,0.16623294700024757
dos-slowhttptest,1100,Tail,False,web-attack-�-sql-injection,0.941097617149353,web-attack-�-sql-injection,0.8591344952583313,0.9587501721096148,0.17402306940460144
bot,393,Benign,False,benign,0.8886023163795471,benign,0.8493695855140686,0.7878118024340497,0.14310196842550027
bot,393,DoS,False,dos-slowloris,0.9009116888046265,dos-slowloris,0.8285229802131653,0.9037884637292367,0.16429245591270727
bot,393,DDoS_Scan,False,ddos,0.9979490041732788,ddos,0.9852557182312012,0.920054435589894,0.16704344867240933
bot,393,BruteForce,False,ssh-patator,0.9987282156944275,ssh-patator,0.9983040690422058,0.9995794094681277,0.18182551753520823
bot,393,WebBot,True,bot,0.9984278678894043,bot,0.9270753860473633,0.9577135024210282,0.17405255403159361
bot,393,Tail,False,infiltration,0.9353620409965515,infiltration,0.8001909255981445,0.9337919371596533,0.16968405542258122
web-attack-�-brute-force,302,Benign,False,benign,0.9818682074546814,benign,0.8538536429405212,0.8406461572092296,0.15236941172560794
web-attack-�-brute-force,302,DoS,False,dos-slowhttptest,0.8050618171691895,dos-slowloris,0.7697823643684387,0.8379105524953578,0.15194776811193442
web-attack-�-brute-force,302,DDoS_Scan,False,portscan,0.9993447661399841,portscan,0.9867656826972961,0.9628531576934477,0.17461999801337608
web-attack-�-brute-force,302,BruteForce,False,ssh-patator,0.9994397759437561,ssh-patator,0.9990501403808594,0.9979201739977221,0.18114388227445544
web-attack-�-brute-force,302,WebBot,True,web-attack-�-brute-force,0.7420884966850281,web-attack-�-brute-force,0.747519314289093,0.9149924581623764,0.16591669218201363
web-attack-�-brute-force,302,Tail,False,web-attack-�-sql-injection,0.9526146650314331,web-attack-�-sql-injection,0.8544317483901978,0.9593632937961255,0.17400224769261244
web-attack-�-xss,130,Benign,False,benign,0.9781352877616882,benign,0.8546153903007507,0.8410350224622107,0.15255860599951965
web-attack-�-xss,130,DoS,False,dos-slowhttptest,0.7840855717658997,dos-slowloris,0.7632126808166504,0.830917429024321,0.15081574880962476
web-attack-�-xss,130,DDoS_Scan,False,portscan,0.9994663000106812,portscan,0.9794439673423767,0.9692749784075724,0.1759948641777487
web-attack-�-xss,130,BruteForce,False,ssh-patator,0.9996140599250793,ssh-patator,0.9992133378982544,0.998966338459125,0.18152094516844478
web-attack-�-xss,130,WebBot,True,web-attack-�-xss,0.6744044423103333,web-attack-�-xss,0.7200762033462524,0.9080466447349881,0.16483268104700718
web-attack-�-xss,130,Tail,False,web-attack-�-sql-injection,0.9522490501403809,web-attack-�-sql-injection,0.8499674201011658,0.9599434666330412,0.17427715479765493
infiltration,7,Benign,False,benign,0.8938107490539551,benign,0.8696180582046509,0.7460171831346573,0.13672247977430127
infiltration,7,DoS,False,dos-slowloris,0.6428178548812866,dos-slowloris,0.6328577995300293,0.8878788005204378,0.16284641365757443
infiltration,7,DDoS_Scan,False,ddos,0.999902069568634,ddos,0.9971857666969299,0.9362042420851199,0.1713402173734702
infiltration,7,BruteForce,False,ssh-patator,0.9997342228889465,ssh-patator,0.9986550211906433,0.999831134543807,0.1835695369085592
infiltration,7,WebBot,False,bot,0.6704506874084473,bot,0.6672760248184204,0.9394745591679193,0.1721815746192575
infiltration,7,Tail,True,infiltration,0.9627513289451599,infiltration,0.8669441938400269,0.9453055044622741,0.17333977766683742
web-attack-�-sql-injection,4,Benign,False,benign,0.9245479106903076,benign,0.689692497253418,0.8752813717337562,0.15732333892805933
web-attack-�-sql-injection,4,DoS,False,dos-goldeneye,0.7942412495613098,dos-goldeneye,0.7252169847488403,0.8807621229141323,0.1583096017097047
web-attack-�-sql-injection,4,DDoS_Scan,False,portscan,0.998536229133606,portscan,0.9911695718765259,0.9381505928007599,0.1686133104039425
web-attack-�-sql-injection,4,BruteForce,False,ssh-patator,0.9972872138023376,ssh-patator,0.9973675012588501,0.9999787788157778,0.17973201850825352
web-attack-�-sql-injection,4,WebBot,False,web-attack-�-xss,0.825027346611023,web-attack-�-brute-force,0.8801159858703613,0.8956777170165637,0.1609744290014204
web-attack-�-sql-injection,4,Tail,True,web-attack-�-sql-injection,0.9603753089904785,web-attack-�-sql-injection,0.8516599535942078,0.9739830809055274,0.17504730144861957
heartbleed,2,Benign,False,benign,0.8726477026939392,benign,0.7014780044555664,0.7595251595326789,0.14101961669995278
heartbleed,2,DoS,False,dos-goldeneye,0.7764216661453247,dos-hulk,0.486215740442276,0.8623353888032359,0.15929015203545946
heartbleed,2,DDoS_Scan,False,portscan,0.9882826805114746,ddos,0.9916425943374634,0.9422689938357672,0.17413082755915218
heartbleed,2,BruteForce,False,ssh-patator,0.9983477592468262,ssh-patator,0.9984904527664185,0.9998753076864764,0.1851149393943004
heartbleed,2,WebBot,False,web-attack-�-brute-force,0.7557280659675598,bot,0.8096269369125366,0.9305952802063404,0.17202379145349594
heartbleed,2,Tail,True,heartbleed,0.9633010029792786,heartbleed,0.7645230889320374,0.9116453932633561,0.16842067285763923
