class_id,class_name,baseline_precision,baseline_recall,baseline_f1,moe_precision,moe_recall,moe_f1,delta_f1
0,analysis,0.9347826086956522,0.08037383177570094,0.14802065404475043,0.24155844155844156,0.17383177570093458,0.20217391304347826,0.05415325899872783
1,backdoor,0.8,0.07725321888412018,0.14090019569471623,0.7647058823529411,0.08369098712446352,0.15087040618955513,0.0099702104948389
2,dos,0.5248713550600344,0.09354937328034241,0.15879605604566685,0.3370384092873904,0.8343014368694589,0.4801196340605208,0.3213235780148539
3,exploits,0.6217285453438831,0.9176866928691746,0.7412581069436256,0.8772163965681602,0.5166760247052218,0.6503180212014135,-0.09094008574221213
4,fuzzers,0.7036241610738255,0.5405238193441947,0.6113832516911594,0.6561302681992337,0.5650649618478036,0.607202216066482,-0.0041810356246774205
5,generic,0.9956064782908339,0.9815695600475625,0.9885381917714481,0.9957744049672301,0.9807202310174962,0.9881899871630295,-0.0003482046084185564
6,normal,0.8991925245035803,0.9519354838709677,0.9248126191533258,0.9156122726038556,0.906505376344086,0.9110360664595434,-0.013776552693782418
7,reconnaissance,0.9223175965665236,0.768048606147248,0.8381435257410297,0.8295046661880833,0.8259471050750536,0.8277220630372493,-0.010421462703780415
8,shellcode,0.6096096096096096,0.6721854304635762,0.6393700787401575,0.3980028530670471,0.9238410596026491,0.5563310069790628,-0.08303907176109471
9,worms,0.5666666666666667,0.4857142857142857,0.5230769230769231,0.3855421686746988,0.9142857142857143,0.5423728813559322,0.019295958279009096
