arm,split,class,support,global_f1,system_f1,delta_f1,precision,recall,helpful,harmful,net_correction
correctness_oracle,full_test,ddos,103338,0.9731152655568285,0.9928151598191202,0.019699894262291684,0.9934404309743431,0.992190675259827,2721,0,0.026331068919468154
correctness_oracle,full_test,dos,22458,0.9839262656396099,0.9929658467527871,0.009039581113177153,0.9865934065934066,0.999421141686704,347,0,0.015451064208745213
correctness_oracle,full_test,injection,68891,0.9298588185713282,0.9751662311728592,0.04530741260153093,0.9519964605685212,0.9994919510531128,2664,0,0.03866978270020757
correctness_oracle,full_test,mitm,1161,0.06217405238469831,0.2784932001444217,0.21631914775972338,0.16186345831001678,0.9965546942291128,90,0,0.07751937984496124
correctness_oracle,full_test,password,210951,0.8905246983476585,0.8937623485317436,0.0032376501840851724,0.8083945314746994,0.9992889343970874,423,0,0.0020052050002133197
correctness_oracle,full_test,ransomware,709,0.13971539456662355,0.14974182444061962,0.010026429873996073,0.08105275416327005,0.9816643159379408,48,0,0.06770098730606489
correctness_oracle,full_test,scanning,6029,0.13370216689718764,0.9787054250464763,0.8450032581492887,0.997588285960379,0.9605241333554486,5356,0,0.8883728644883065
correctness_oracle,full_test,xss,343854,0.8107230921621109,0.8843373586973722,0.07361426653526126,0.7929254130072185,0.9995724929766703,35963,0,0.10458799374152984
expert1_always,full_test,backdoor,40030,0.9987141555247618,0.9974534378588905,-0.0012607176658713248,0.9968561305454364,0.9980514614039471,4,52,-0.0011991006744941294
expert1_always,full_test,benign,1474302,0.9122768270895532,0.8565170975360715,-0.05575972955348163,0.9989569144190763,0.7496286378231868,17626,184685,-0.11331396145430177
expert1_always,full_test,ddos,103338,0.9731152655568285,0.9543753367604013,-0.018739928796427163,0.957484732489846,0.9512860709516344,2004,3510,-0.01457353538872438
expert1_always,full_test,dos,22458,0.9839262656396099,0.9260487303998117,-0.05787753523979822,0.891144139322327,0.9637990916377237,11,464,-0.020170985840235106
expert1_always,full_test,injection,68891,0.9298588185713282,0.810894798174983,-0.11896402039634524,0.7419817344996265,0.8939193798899712,125,4734,-0.0669027884629342
expert1_always,full_test,mitm,1161,0.06217405238469831,0.017393029057038455,-0.044781023327659854,0.00877422532826378,0.9819121447028424,90,17,0.06287683031869079
expert1_always,full_test,password,210951,0.8905246983476585,0.8886577852108267,-0.0018669131368317382,0.8045331222282855,0.992429521547658,153,1177,-0.004854207849216169
expert1_always,full_test,ransomware,709,0.13971539456662355,0.023700669324457774,-0.11601472524216577,0.01200600300150075,0.9139633286318759,2,2,0.0
expert1_always,full_test,scanning,6029,0.13370216689718764,0.2039418861635448,0.07023971926635716,0.11447338986842373,0.9336540056394095,5205,11,0.8615027367722674
expert1_always,full_test,xss,343854,0.8107230921621109,0.8468534572801337,0.03613036511802281,0.7683893040424957,0.9431648315854985,24613,8046,0.048180332350358
expert2_always,full_test,backdoor,40030,0.9987141555247618,0.9944820043746272,-0.004232151150134644,0.9895137755354405,0.9995003747189608,10,0,0.0002498126405196103
expert2_always,full_test,benign,1474302,0.9122768270895532,0.8889518807126753,-0.023324946376877875,0.9955196130452588,0.8029935522030086,10832,99215,-0.05994904707447999
expert2_always,full_test,ddos,103338,0.9731152655568285,0.9584910470885878,-0.01462421846824069,0.9714464608718122,0.9458766378292593,1960,4025,-0.0199829685110995
expert2_always,full_test,dos,22458,0.9839262656396099,0.8984983257667577,-0.08542793987285224,0.8340261622363754,0.9737732656514383,19,248,-0.010196811826520616
expert2_always,full_test,injection,68891,0.9298588185713282,0.9214600456700721,-0.008398772901256124,0.8878616606109541,0.9577012962505987,218,433,-0.0031208721023065424
expert2_always,full_test,mitm,1161,0.06217405238469831,0.03185539667896679,-0.030318655705731522,0.016198783258814044,0.9517657192075797,65,27,0.03273040482342808
expert2_always,full_test,password,210951,0.8905246983476585,0.8918132740552557,0.001288575707597217,0.8057567167433694,0.9984498769856507,252,6,0.0011661475887765405
expert2_always,full_test,ransomware,709,0.13971539456662355,0.024435771254030205,-0.11527962331259334,0.012383427610457116,0.9139633286318759,4,4,0.0
expert2_always,full_test,scanning,6029,0.13370216689718764,0.5123870212627609,0.3786848543655733,0.4213903743315508,0.6535080444518162,3756,251,0.581356775584674
expert2_always,full_test,xss,343854,0.8107230921621109,0.84064275713625,0.029919664974139115,0.7417366261550266,0.9699843538245884,26700,911,0.07499985458944784
expert3_always,full_test,backdoor,40030,0.9987141555247618,0.9974819874847298,-0.0012321680400320112,0.9954717356687898,0.9995003747189608,10,0,0.0002498126405196103
expert3_always,full_test,benign,1474302,0.9122768270895532,0.8750996972853813,-0.03717712980417187,0.9961061799781281,0.7803082407810611,18357,140185,-0.08263435849642746
expert3_always,full_test,ddos,103338,0.9731152655568285,0.955036307426846,-0.018078958129982503,0.9461523120316818,0.9640887185739999,2630,2813,-0.0017708877663589386
expert3_always,full_test,dos,22458,0.9839262656396099,0.9415460611838115,-0.04238020445579849,0.9169128196472276,0.9675394068928667,34,403,-0.01643067058509217
expert3_always,full_test,injection,68891,0.9298588185713282,0.7763473249950887,-0.1535114935762395,0.7072143547405719,0.8604607278164056,294,7208,-0.10036144053649969
expert3_always,full_test,mitm,1161,0.06217405238469831,0.02050364910759448,-0.04167040327710383,0.010360471378627306,0.9776055124892334,88,20,0.05857019810508183
expert3_always,full_test,password,210951,0.8905246983476585,0.8888935980842994,-0.0016311002633591087,0.8037510682573322,0.994211925992292,254,902,-0.0030718034045821067
expert3_always,full_test,ransomware,709,0.13971539456662355,0.0215126881587488,-0.11820270640787475,0.010875509789521384,0.9816643159379408,48,0,0.06770098730606489
expert3_always,full_test,scanning,6029,0.13370216689718764,0.35724406659582003,0.2235418996986324,0.24367260646330413,0.669099353126555,3844,245,0.5969480842594128
expert3_always,full_test,xss,343854,0.8107230921621109,0.8348660229282258,0.024142930766114845,0.765173172338941,0.9185264676287028,14902,6807,0.023541968393562384
expert4_always,full_test,backdoor,40030,0.9987141555247618,0.9600076769906197,-0.03870647853414211,0.9233893298873915,0.9996502623032726,16,0,0.00039970022483137646
expert4_always,full_test,benign,1474302,0.9122768270895532,0.5799913521562614,-0.33228547493329175,0.9968751498357387,0.40896573429324523,17200,686499,-0.4539768649842434
expert4_always,full_test,ddos,103338,0.9731152655568285,0.9702788404692455,-0.002836425087582972,0.9798876947824456,0.9608566064758366,1896,2413,-0.005002999864522247
expert4_always,full_test,dos,22458,0.9839262656396099,0.9458608108414349,-0.038065454798175025,0.9630808989801098,0.9292457030902128,12,1241,-0.054724374387746015
expert4_always,full_test,injection,68891,0.9298588185713282,0.17253589536290195,-0.7573229232084263,0.09442128975434688,0.9990419648430129,2650,17,0.03821979649010756
expert4_always,full_test,mitm,1161,0.06217405238469831,0.036169521104590485,-0.026004531280107823,0.018451279544740424,0.9104220499569337,34,44,-0.008613264427217916
expert4_always,full_test,password,210951,0.8905246983476585,0.8811215114896561,-0.009403186858002344,0.8098863848608523,0.9660963920531308,71,6650,-0.031187337343743335
expert4_always,full_test,ransomware,709,0.13971539456662355,0.02336002879510483,-0.11635536577151871,0.011830975645325944,0.9153737658674189,10,9,0.0014104372355430183
expert4_always,full_test,scanning,6029,0.13370216689718764,0.5043456667494413,0.37064349985225364,0.40301617223930947,0.6737435727317963,3882,255,0.6015923038646541
expert4_always,full_test,xss,343854,0.8107230921621109,0.8183156742238127,0.007592582061701769,0.7628436538422863,0.8824879163831161,6288,10585,-0.012496582852024405
expert5_always,full_test,backdoor,40030,0.9987141555247618,0.9946797931583135,-0.004034362366448385,0.9899054876540155,0.9995003747189608,10,0,0.0002498126405196103
expert5_always,full_test,benign,1474302,0.9122768270895532,0.8098453308196318,-0.10243149626992132,0.9971084017050014,0.6817992514423775,17797,284857,-0.18114334783511113
expert5_always,full_test,ddos,103338,0.9731152655568285,0.9401782049115012,-0.03293706064532731,0.9384152631426725,0.9419477830033482,1965,4436,-0.02391182333701059
expert5_always,full_test,dos,22458,0.9839262656396099,0.9053115868443413,-0.07861467879526862,0.8467532467532467,0.9725710214622851,12,268,-0.011399056015673701
expert5_always,full_test,injection,68891,0.9298588185713282,0.9288711331702804,-0.0009876854010478775,0.9180655588952532,0.9399340987937467,565,2004,-0.02088806955915867
expert5_always,full_test,mitm,1161,0.06217405238469831,0.03374616345605133,-0.028427888928646977,0.017180727432627677,0.94229112833764,51,24,0.023255813953488372
expert5_always,full_test,password,210951,0.8905246983476585,0.8826783004070539,-0.0078463979406046,0.7974092431961082,0.988366966736351,314,2195,-0.00891676266052306
expert5_always,full_test,ransomware,709,0.13971539456662355,0.02643029814665592,-0.11328509641996762,0.013406633831313483,0.92524682651622,10,2,0.011283497884344146
expert5_always,full_test,scanning,6029,0.13370216689718764,0.43998018603115197,0.30627801913396435,0.32924217462932454,0.6629623486482004,3809,247,0.5908110797810582
expert5_always,full_test,xss,343854,0.8107230921621109,0.6971901423026375,-0.11353294985947338,0.5367842962400089,0.9943202638329058,35946,1789,0.09933576459776533
expert6_always,full_test,backdoor,40030,0.9987141555247618,0.9974561053471668,-0.0012580501775950603,0.9958169413873811,0.9991006744941294,4,10,-0.00014988758431176618
expert6_always,full_test,benign,1474302,0.9122768270895532,0.8830761158586236,-0.0292007112309296,0.9974108926955066,0.7922583025730142,32142,136352,-0.07068429670447439
expert6_always,full_test,ddos,103338,0.9731152655568285,0.9608766888853235,-0.012238576671504964,0.9655381308319898,0.9562600398691672,2036,3028,-0.009599566471191624
expert6_always,full_test,dos,22458,0.9839262656396099,0.9594244604316546,-0.024501805207955307,0.9539551877448607,0.9649568082643156,30,457,-0.019013269213643245
expert6_always,full_test,injection,68891,0.9298588185713282,0.7140808956946453,-0.21577792287668296,0.6049878026652689,0.8711733027536253,350,6526,-0.08964886559928002
expert6_always,full_test,mitm,1161,0.06217405238469831,0.030635169174211996,-0.03153888321048631,0.015563610204194566,0.9689922480620154,85,27,0.04995693367786391
expert6_always,full_test,password,210951,0.8905246983476585,0.8899946390734957,-0.0005300592741627197,0.8072762497250277,0.9915999450109267,88,1287,-0.0056837843859474475
expert6_always,full_test,ransomware,709,0.13971539456662355,0.021150509118292245,-0.1185648854483313,0.01069943852791626,0.9111424541607899,2,4,-0.0028208744710860366
expert6_always,full_test,scanning,6029,0.13370216689718764,0.35788197601420096,0.22417980911701332,0.24214905085540192,0.6855199867308012,3869,171,0.613368717863659
expert6_always,full_test,xss,343854,0.8107230921621109,0.8478239729268909,0.03710088076478002,0.7649669740354851,0.9508105184177006,25164,5968,0.05582601918256004
expert7_always,full_test,backdoor,40030,0.9987141555247618,0.998490161091077,-0.00022399443368481542,0.9974819874847298,0.9995003747189608,10,0,0.0002498126405196103
expert7_always,full_test,benign,1474302,0.9122768270895532,0.8904993628011181,-0.021777464288435078,0.9919637674098245,0.8078656883053811,43331,124531,-0.05507691097210748
expert7_always,full_test,ddos,103338,0.9731152655568285,0.9586584564460778,-0.014456809110750646,0.9644847546940655,0.9529021270007161,2026,3365,-0.012957479339642726
expert7_always,full_test,dos,22458,0.9839262656396099,0.49726388550413186,-0.4866623801354781,0.3309690928394479,0.999421141686704,347,0,0.015451064208745213
expert7_always,full_test,injection,68891,0.9298588185713282,0.773056494447127,-0.15680232412420125,0.7021680120431943,0.8598655847643378,405,7360,-0.10095658358856745
expert7_always,full_test,mitm,1161,0.06217405238469831,0.05770543449724337,-0.004468617887454937,0.02975980936391454,0.9465977605512489,55,23,0.02756244616709733
expert7_always,full_test,password,210951,0.8905246983476585,0.8880817214679723,-0.0024429768796861984,0.8022701284595939,0.9944489478599295,229,827,-0.0028347815369445984
expert7_always,full_test,ransomware,709,0.13971539456662355,0.022219317736243627,-0.11749607683037992,0.011239855204218252,0.9590973201692524,32,0,0.045133991537376586
expert7_always,full_test,scanning,6029,0.13370216689718764,0.4202863674648057,0.286584200567618,0.3297460587180213,0.5793663957538564,3329,271,0.5072151268867142
expert7_always,full_test,xss,343854,0.8107230921621109,0.8219212009603208,0.011198108798209927,0.7580370629628265,0.8975640824303338,7482,6595,0.002579583195193309
legacy,full_test,backdoor,40030,0.9987141555247618,0.9987142197311096,6.42063477940269e-08,0.9981286024403024,0.9993005246065451,2,0,4.996252810392206e-05
legacy,full_test,benign,1474302,0.9122768270895532,0.9129701320675245,0.0006933049779713762,0.9709244817743886,0.8615446496036768,6,2067,-0.0013979496738117428
legacy,full_test,ddos,103338,0.9731152655568285,0.9706650750007338,-0.0024501905560946335,0.9816049871363547,0.9599663241014922,16,625,-0.005893282238866632
legacy,full_test,dos,22458,0.9839262656396099,0.9815809329368426,-0.0023453327027673776,0.9784109007255353,0.9847715736040609,18,0,0.0008014961261020571
legacy,full_test,injection,68891,0.9298588185713282,0.9242054811697993,-0.005653337401528957,0.888527225236086,0.9628688798246505,141,0,0.0020467114717452207
legacy,full_test,mitm,1161,0.06217405238469831,0.062206675411747556,3.2623027049247244e-05,0.032192855418778664,0.9190353143841516,0,0,0.0
legacy,full_test,password,210951,0.8905246983476585,0.8905165408187451,-8.157528913366185e-06,0.8043405956945756,0.9973737977065764,19,0,9.006830970225313e-05
legacy,full_test,ransomware,709,0.13971539456662355,0.1393548387096774,-0.00036055585694613757,0.0754277732510767,0.9139633286318759,0,0,0.0
legacy,full_test,scanning,6029,0.13370216689718764,0.6508446471136905,0.5171424802165029,0.8674033149171271,0.5208160557306353,2705,0,0.4486647868634931
legacy,full_test,xss,343854,0.8107230921621109,0.8122199111589362,0.0014968189968252998,0.7400384044229652,0.9000040714954602,1727,1,0.0050195722603197865
