arm,split,class,support,global_f1,system_f1,delta_f1,precision,recall,helpful,harmful,net_correction
legacy,cal_confirm,backdoor,1630,0.9978494623655914,0.9978494623655914,0.0,0.9993846153846154,0.996319018404908,0,0,0.0
legacy,cal_confirm,benign,239,0.09686609686609686,0.15601442150114717,0.059148324635050306,0.08463726884779517,0.99581589958159,0,0,0.0
legacy,cal_confirm,ddos,8320,0.9935212957408518,0.9935212957408518,0.0,0.9917365269461078,0.9953125,0,0,0.0
legacy,cal_confirm,dos,1074,0.9737720553171197,0.9733079122974261,-0.00046414301969366356,0.9970703125,0.9506517690875232,0,0,0.0
legacy,cal_confirm,injection,12617,0.9447427108284464,0.9447427108284464,0.0,0.9862895576442183,0.9065546484901323,0,0,0.0
legacy,cal_confirm,mitm,180,0.6628895184135978,0.6610169491525424,-0.0018725692610553901,0.6724137931034483,0.65,0,0,0.0
legacy,cal_confirm,password,10272,0.9940160544879592,0.993967697995719,-4.8356492240109183e-05,0.9933877868533645,0.9945482866043613,0,0,0.0
legacy,cal_confirm,ransomware,119,0.9915254237288136,0.9915254237288136,0.0,1.0,0.9831932773109243,0,0,0.0
legacy,cal_confirm,scanning,2566,0.04334600760456274,0.6695944200464996,0.6262484124419369,0.993103448275862,0.505066250974279,1239,0,0.4828526890101325
legacy,cal_confirm,xss,14576,0.9566909631307056,0.9769744814930231,0.020283518362317565,0.9862285914016078,0.9678924259055982,589,0,0.04040889132821076
hdn,cal_confirm,backdoor,1630,0.9978494623655914,0.9978494623655914,0.0,0.9993846153846154,0.996319018404908,0,0,0.0
hdn,cal_confirm,benign,239,0.09686609686609686,0.15616797900262466,0.0593018821365278,0.08472766108935564,0.99581589958159,0,0,0.0
hdn,cal_confirm,ddos,8320,0.9935212957408518,0.9935212957408518,0.0,0.9917365269461078,0.9953125,0,0,0.0
hdn,cal_confirm,dos,1074,0.9737720553171197,0.9737720553171197,0.0,0.9980449657869013,0.9506517690875232,0,0,0.0
hdn,cal_confirm,injection,12617,0.9447427108284464,0.9447427108284464,0.0,0.9862895576442183,0.9065546484901323,0,0,0.0
hdn,cal_confirm,mitm,180,0.6628895184135978,0.6536312849162011,-0.009258233497396628,0.6573033707865169,0.65,0,0,0.0
hdn,cal_confirm,password,10272,0.9940160544879592,0.9930498177399757,-0.0009662367479834622,0.991555857517228,0.9945482866043613,0,0,0.0
hdn,cal_confirm,ransomware,119,0.9915254237288136,0.9915254237288136,0.0,1.0,0.9831932773109243,0,0,0.0
hdn,cal_confirm,scanning,2566,0.04334600760456274,0.675070748649344,0.6317247410447813,0.9931869795609387,0.5113016367887763,1255,0,0.4890880748246298
hdn,cal_confirm,xss,14576,0.9566909631307056,0.975802537613534,0.01911157448282841,0.9862648913805185,0.9655598243688255,555,0,0.03807628979143798
s1v0,cal_confirm,backdoor,1630,0.9978494623655914,0.9978494623655914,0.0,0.9993846153846154,0.996319018404908,0,0,0.0
s1v0,cal_confirm,benign,239,0.09686609686609686,0.1640248104755341,0.06715871360943725,0.08937288772061584,0.99581589958159,0,0,0.0
