cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,1842794,0.9034305801540164,1.49742010902097,1591604,20651,57189,131674,23493,17950,233
1,110839,0.04425174157855188,1.2194484116210098,106888,0,0,0,3482,469,0
2,36917,0.05079951138733792,4.202994263046543,33561,0,0,0,3147,190,19
3,9450,0.0015181668800939585,0.4906969605823401,9352,0,0,0,0,98,0
