helpful_override,harmful_override,net_correction,override_precision,activation_rate,accepted_rate,router_holdout_pos_adv_recall,router_note,eval_pos_adv_rows,eval_pos_adv_proposal_recall,oracle_gap_recovery
78978,80904,-1926,0.494,0.8029,0.3329,0.9464,trained,3282146,0.9605,-0.1815
