expert,active_owned_classes,configured_owned_classes,singleton_expert,owned_attack_in_rate (↑),non_owned_attack_false_in_rate (↓),target_non_owned_validation_false_in_rate (↓),unseen_false_in_rate (↓),external_aux_validation_false_in_rate (↓),benign_false_in_rate (diagnostic)
brute_force,brute_force,brute_force,True,0.99821,0.0,0.0,0.13144949375443665,0.0,0.0
tail,"bot,infiltration,web_attacks","bot,infiltration,web_attacks",False,0.9659270600637534,0.0,0.0,0.388594841650373,0.00774363778895241,0.73467
benign,benign,benign,True,0.96558,0.1498313687514609,0.18210631029403826,0.48920881228439417,0.023618405840187626,
