class,owner_expert,is_tail,singleton_expert,support,xgb_precision,xgb_recall,xgb_f1,expert_precision,expert_recall,expert_f1,f1_delta,owner_expert_in_rate (↑),other_experts_out_rate (↑),in_rate__brute_force (owner↑/non-owner↓),in_rate__tail (owner↑/non-owner↓),in_rate__benign (owner↑/non-owner↓)
benign,benign,False,True,100000,,,,0.7819727891156463,0.96558,0.8641310184356542,,0.96558,0.637915,0.0,0.72417,0.96558
brute_force,brute_force,False,True,100000,0.999940003599784,1.0,0.999970000899973,1.0,0.99821,0.9991041982574405,-0.0008658026425325538,0.99821,1.0,0.99821,0.0,0.0
bot,tail,True,False,41542,0.9999758564909824,0.9970150690867075,0.9984932679210713,1.0,0.9941023542438977,0.9970424558480909,-0.0014508120729803675,0.9941023542438977,0.9976770497328005,0.0,0.9941023542438977,0.0046459005343989215
infiltration,tail,True,False,37631,0.9961608190252746,0.9929047859477559,0.9945301374785398,0.9999717801106219,0.9416438574579469,0.9699317065159374,-0.02459843096260239,0.9417501527995535,0.6456644787542186,0.0,0.9417501527995535,0.7086710424915628
web_attacks,tail,True,False,509,0.6448598130841121,0.9489194499017681,0.7678855325914149,0.9829059829059829,0.4518664047151277,0.6191117092866757,-0.1487738233047392,0.4538310412573674,0.9400785854616895,0.0,0.4538310412573674,0.11984282907662082
macro_avg,,,,179682,0.9102341230500384,0.9847098262340579,0.9402197347227497,0.9957194407541512,0.8464556541042431,0.8962975174770362,-0.04392221724571363,,,,,
tail_macro_avg,,,,79682,0.8803321628667898,0.9796131016454105,0.920302979330342,0.9942925876722016,0.7958708721389907,0.862028623883568,-0.058274355446773986,,,,,
weighted_avg,,,,179682,0.9981509489872481,0.9976792333121849,0.9978318627659888,0.99994566624727,0.9838659409401053,0.9914414656699815,-0.00639039709600744,,,,,
