class,owner_expert,is_tail,support,xgb_recall,oracle_local_recall,gated_recall,recall_lost_to_gate,wrong_accepted,wrong_rejected,dominant_recall_loss,fp_from_known_count,top_fp_true_class,top_fp_count,fp_from_unseen_count,fp_from_benign_count
brute_force,brute_force,False,100000,1.0,1.0,0.99821,0.00179,0.0,0.0,gate,0,,0,21110,0
bot,tail,True,41542,0.9970150690867075,0.9970632131336961,0.9941023542438977,0.0029608588897982765,0.0,0.0029367868663039815,gate,0,,0,0,5
infiltration,tail,True,37631,0.9929047859477559,0.9908054529510244,0.9416438574579469,0.04916159549307752,0.0001062953416066541,0.009088251707368924,gate,1,web_attacks,1,61423,73418
web_attacks,tail,True,509,0.9489194499017681,0.9430255402750491,0.4518664047151277,0.4911591355599214,0.0019646365422396855,0.0550098231827112,gate,4,infiltration,4,983,44
