expert,epoch,loss,ce_loss,energy_margin_loss,val_macro_f1,val_accuracy
brute_force,1,0.007278337964252919,0.001445685004634212,0.05832652886722279,0.5,1.0
brute_force,2,0.0020367916113240166,0.0009246446378733624,0.011121469500256446,0.5,1.0
brute_force,3,0.0012526756454455928,0.0006610413759909183,0.005916342619936448,0.5,1.0
brute_force,4,0.0008578891301858994,0.0004950197622169909,0.0036286936218362874,0.5,1.0
brute_force,5,0.0006349614977751636,0.0003859183051880082,0.0024904319313982424,0.5,1.0
brute_force,6,0.00048040821113445235,0.000309909751128558,0.0017049845876238947,0.5,1.0
brute_force,7,0.0003933145735293246,0.000257163281804275,0.0013615129011045643,0.5,1.0
brute_force,8,0.0003213976566762552,0.00021696710104437785,0.0010443055087398009,0.5,1.0
brute_force,9,0.00026794641806540914,0.00018503227109430012,0.0008291414504563961,0.5,1.0
brute_force,10,0.00022960541673579596,0.0001601679137847976,0.0006943750174250751,0.5,1.0
brute_force,11,0.00019579070634431279,0.00013978447274617644,0.0005600623209509567,0.5,1.0
brute_force,12,0.00017011514908106683,0.00012275322392222643,0.00047361924312802346,0.5,1.0
brute_force,13,0.00015105094352457248,0.00010980045612174077,0.0004125048677735184,0.5,1.0
brute_force,14,0.00013112974848223578,9.757416572711312e-05,0.0003355558195202575,0.5,1.0
brute_force,15,0.00011665006680658505,8.756378808179565e-05,0.0002908627701198009,0.5,1.0
tail,1,0.04030416088982351,0.02110857317331976,0.19195587421484028,0.8904657604676368,0.995080136049299
tail,2,0.032471023023258674,0.020871211136567723,0.11599811415687981,0.8904657604676368,0.995080136049299
tail,3,0.029716251608720934,0.020277198162470794,0.09439053353453736,0.8908237334440501,0.995080136049299
tail,4,0.0281348677009876,0.019848454095297233,0.08286413266204166,0.89119392054477,0.9950926867226426
tail,5,0.026996002749692168,0.01939204419990748,0.07603958372860124,0.8912085559095532,0.9951052373959863
tail,6,0.026341139923051198,0.019218951805294156,0.07122188191402878,0.8912085559095532,0.9951052373959863
tail,7,0.025447519358142445,0.018717531382469534,0.06729987895878882,0.8910159885034125,0.9950926867226426
tail,8,0.024966862241862606,0.018514037857422606,0.0645282443322345,0.8908237334440501,0.995080136049299
tail,9,0.024982594246509664,0.01864937177246773,0.06333222396767961,0.8910159885034125,0.9950926867226426
tail,10,0.02428333415975031,0.01827572755519721,0.060076065243055525,0.8913863234272489,0.9951052373959863
tail,11,0.024351740085688252,0.018497060389969903,0.05854679484843921,0.8906317899535384,0.9950675853759554
tail,12,0.023537899739465223,0.01779674972904931,0.05741149883652497,0.8910018292178373,0.995080136049299
tail,13,0.023520589246077323,0.017996941872172805,0.05523647170757022,0.8906317899535384,0.9950675853759554
tail,14,0.022954307397771417,0.017441942869180122,0.05512364485502518,0.8906317899535384,0.9950675853759554
tail,15,0.022725192942878215,0.017380958114821803,0.05344234648175419,0.8906317899535384,0.9950675853759554
benign,1,0.011300687900781632,0.0047515695255994795,0.06549118230223655,0.5,1.0
benign,2,0.008358141713738441,0.0038296684999018908,0.045284731078147886,0.5,1.0
benign,3,0.006548065297305584,0.00309603382602334,0.034520314270853995,0.5,1.0
benign,4,0.0054273538810014725,0.002547426585778594,0.02879927279472351,0.5,1.0
benign,5,0.004702243166267872,0.002138856914937496,0.025633862221240998,0.5,1.0
benign,6,0.004213440005630255,0.0018404467653855682,0.02372993214726448,0.5,1.0
benign,7,0.0038218563887476922,0.0015990621529892086,0.02222794198155403,0.5,1.0
benign,8,0.003486422348693013,0.0014065531582385302,0.02079869127035141,0.5,1.0
benign,9,0.0032108359158039093,0.0012447365557402372,0.019660993473529814,0.5,1.0
benign,10,0.0030188319712877274,0.0011174607731774448,0.019013711735606193,0.5,1.0
benign,11,0.002848439035117626,0.0010076832572743298,0.01840755755901337,0.5,1.0
benign,12,0.0026957277755439283,0.0009121466339193285,0.01783581099152565,0.5,1.0
benign,13,0.0025621053221821784,0.000831006078608334,0.017310992209911346,0.5,1.0
benign,14,0.002468105503693223,0.0007629827134869992,0.017051227529644965,0.5,1.0
benign,15,0.002359236424714327,0.0006988415755331516,0.016603948303461076,0.5,1.0
