K,beta,tune_expert_balanced_nll
2,0.0,1.853012
2,0.5,3.281815
2,1.0,6.275097
4,0.0,1.172887
4,0.5,2.678328
4,1.0,6.000584
8,0.0,1.505871
8,0.5,3.452205
8,1.0,7.375103
