class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,52929,52929,0,3492043,3492043
bot,6,6,0,41417,41417
brute_force,21110,21110,0,115020,115020
ddos,217,217,0,237880,237880
dos,73,73,0,38846,38846
infiltration,8028,8028,0,12141,12141
web_attacks,2931,2931,0,473,473
