expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9004,122,20017,0.6568,0.6878
2,202121,normgain,0.9622,66,7575,0.7601,0.8339
