method,class,precision,recall,f1,support
racepfn_system,benign,0.8040973111395646,0.628,0.7052217855137564,2000
racepfn_system,bot,1.0,0.9985,0.9992494370778083,2000
racepfn_system,brute_force,0.7518796992481203,1.0,0.8583690987124464,2000
racepfn_system,ddos,1.0,0.995,0.9974937343358395,2000
racepfn_system,dos,1.0,0.66,0.7951807228915663,2000
racepfn_system,infiltration,0.6989465153970826,0.8625,0.7721575649059982,2000
racepfn_system,web_attacks,0.94140625,0.9469548133595285,0.9441723800195886,509
racepfn_system,macro_avg,,,0.8674063890652862,12509
racepfn_system,weighted_avg,,,0.858256329706995,12509
racepfn_system,tail_avg,,,0.905193127334465,12509
global_tabpfn,benign,0.47339593114241,0.605,0.5311676909569798,2000
global_tabpfn,bot,0.9994994994994995,0.9985,0.9989994997498749,2000
global_tabpfn,brute_force,0.6701649175412294,0.6705,0.670332416895776,2000
global_tabpfn,ddos,1.0,0.9955,0.9977449260836883,2000
global_tabpfn,dos,1.0,0.395,0.5663082437275986,2000
global_tabpfn,infiltration,0.6908881199538639,0.8985,0.7811345359704412,2000
global_tabpfn,web_attacks,0.8041958041958042,0.9037328094302554,0.851063829787234,509
global_tabpfn,macro_avg,,,0.7709644490245134,12509
global_tabpfn,weighted_avg,,,0.761417069000753,12509
global_tabpfn,tail_avg,,,0.8770659551691834,12509
xgboost,benign,0.8011049723756906,0.6525,0.7192063929457151,2000
xgboost,bot,1.0,0.9985,0.9992494370778083,2000
xgboost,brute_force,0.7518796992481203,1.0,0.8583690987124464,2000
xgboost,ddos,1.0,1.0,1.0,2000
xgboost,dos,0.9977289931869796,0.659,0.7937368262571515,2000
xgboost,infiltration,0.7055670103092784,0.8555,0.7733333333333333,2000
xgboost,web_attacks,0.9685534591194969,0.9076620825147348,0.9371196754563894,509
xgboost,macro_avg,,,0.8687163948261205,12509
xgboost,weighted_avg,,,0.8605631218690711,12509
xgboost,tail_avg,,,0.9032341486225103,12509
dense_oracle,benign,0.9362997658079625,0.9995,0.9668681983071342,2000
dense_oracle,bot,0.9994994994994995,0.9985,0.9989994997498749,2000
dense_oracle,brute_force,1.0,1.0,1.0,2000
dense_oracle,ddos,1.0,1.0,1.0,2000
dense_oracle,dos,0.9989914271306102,0.9905,0.9947275922671354,2000
dense_oracle,infiltration,0.999468085106383,0.9395,0.9685567010309278,2000
dense_oracle,web_attacks,0.9727095516569201,0.9803536345776032,0.9765166340508806,509
dense_oracle,macro_avg,,,0.9865240893437075,12509
dense_oracle,weighted_avg,,,0.9877169197731267,12509
dense_oracle,tail_avg,,,0.981357611610561,12509
