class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,85577,81872,-3705,3496558,3496557
bot,71,71,0,41415,41415
brute_force,21118,21110,-8,115020,115020
ddos,220,220,0,207206,210911
dos,74,74,0,38898,38898
infiltration,3136,3137,1,10168,10176
web_attacks,3176,3176,0,477,477
